"","REF_DATE","GEO","Sex","Work.absence.statistics","VALUE"
"32478",2011,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",0.8
"32481",2011,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",2
"32493",2011,"Brantford, Ontario","Males","Incidence rate",2
"32496",2011,"Brantford, Ontario","Males","Inactivity rate",0.7
"32499",2011,"Brantford, Ontario","Males","Days",1.7
"32502",2011,"Brantford, Ontario","Females","Incidence rate",2.6
"32505",2011,"Brantford, Ontario","Females","Inactivity rate",0.6
"32508",2011,"Brantford, Ontario","Females","Days",1.5
"32520",2011,"Guelph, Ontario","Males","Incidence rate",2.2
"32523",2011,"Guelph, Ontario","Males","Inactivity rate",0.7
"32526",2011,"Guelph, Ontario","Males","Days",1.7
"32529",2011,"Guelph, Ontario","Females","Incidence rate",3
"32532",2011,"Guelph, Ontario","Females","Inactivity rate",1
"32535",2011,"Guelph, Ontario","Females","Days",2.5
"32547",2011,"London, Ontario","Males","Incidence rate",2.1
"32550",2011,"London, Ontario","Males","Inactivity rate",0.5
"32553",2011,"London, Ontario","Males","Days",1.3
"32556",2011,"London, Ontario","Females","Incidence rate",2.5
"32559",2011,"London, Ontario","Females","Inactivity rate",0.8
"32562",2011,"London, Ontario","Females","Days",1.9
"32574",2011,"Windsor, Ontario","Males","Incidence rate",2.3
"32577",2011,"Windsor, Ontario","Males","Inactivity rate",0.6
"32580",2011,"Windsor, Ontario","Males","Days",1.4
"32583",2011,"Windsor, Ontario","Females","Incidence rate",2.1
"32586",2011,"Windsor, Ontario","Females","Inactivity rate",0.7
"32589",2011,"Windsor, Ontario","Females","Days",1.7
"32601",2011,"Barrie, Ontario","Males","Incidence rate",2.5
"32604",2011,"Barrie, Ontario","Males","Inactivity rate",0.6
"32607",2011,"Barrie, Ontario","Males","Days",1.4
"32610",2011,"Barrie, Ontario","Females","Incidence rate",2.3
"32613",2011,"Barrie, Ontario","Females","Inactivity rate",0.6
"32616",2011,"Barrie, Ontario","Females","Days",1.4
"32628",2011,"Greater Sudbury, Ontario","Males","Incidence rate",2.3
"32631",2011,"Greater Sudbury, Ontario","Males","Inactivity rate",0.6
"32634",2011,"Greater Sudbury, Ontario","Males","Days",1.6
"32637",2011,"Greater Sudbury, Ontario","Females","Incidence rate",2.7
"32640",2011,"Greater Sudbury, Ontario","Females","Inactivity rate",0.8
"32643",2011,"Greater Sudbury, Ontario","Females","Days",1.9
"32655",2011,"Thunder Bay, Ontario","Males","Incidence rate",NA
"32658",2011,"Thunder Bay, Ontario","Males","Inactivity rate",NA
"32661",2011,"Thunder Bay, Ontario","Males","Days",NA
"32664",2011,"Thunder Bay, Ontario","Females","Incidence rate",3.4
"32667",2011,"Thunder Bay, Ontario","Females","Inactivity rate",1.2
"32670",2011,"Thunder Bay, Ontario","Females","Days",3
"32682",2011,"Winnipeg, Manitoba","Males","Incidence rate",2.3
"32685",2011,"Winnipeg, Manitoba","Males","Inactivity rate",0.6
"32688",2011,"Winnipeg, Manitoba","Males","Days",1.5
"32691",2011,"Winnipeg, Manitoba","Females","Incidence rate",2.8
"32694",2011,"Winnipeg, Manitoba","Females","Inactivity rate",0.8
"32697",2011,"Winnipeg, Manitoba","Females","Days",1.9
"32709",2011,"Regina, Saskatchewan","Males","Incidence rate",2.5
"32712",2011,"Regina, Saskatchewan","Males","Inactivity rate",0.6
"32715",2011,"Regina, Saskatchewan","Males","Days",1.6
"32718",2011,"Regina, Saskatchewan","Females","Incidence rate",3.4
"32721",2011,"Regina, Saskatchewan","Females","Inactivity rate",0.9
"32724",2011,"Regina, Saskatchewan","Females","Days",2.4
"32736",2011,"Saskatoon, Saskatchewan","Males","Incidence rate",1.7
"32739",2011,"Saskatoon, Saskatchewan","Males","Inactivity rate",0.5
"32742",2011,"Saskatoon, Saskatchewan","Males","Days",1.1
"32745",2011,"Saskatoon, Saskatchewan","Females","Incidence rate",2.8
"32748",2011,"Saskatoon, Saskatchewan","Females","Inactivity rate",0.8
"32751",2011,"Saskatoon, Saskatchewan","Females","Days",2
"32763",2011,"Calgary, Alberta","Males","Incidence rate",1.5
"32766",2011,"Calgary, Alberta","Males","Inactivity rate",0.4
"32769",2011,"Calgary, Alberta","Males","Days",1.1
"32772",2011,"Calgary, Alberta","Females","Incidence rate",2.1
"32775",2011,"Calgary, Alberta","Females","Inactivity rate",0.7
"32778",2011,"Calgary, Alberta","Females","Days",1.7
"32790",2011,"Edmonton, Alberta","Males","Incidence rate",1.7
"32793",2011,"Edmonton, Alberta","Males","Inactivity rate",0.5
"32796",2011,"Edmonton, Alberta","Males","Days",1.3
"32799",2011,"Edmonton, Alberta","Females","Incidence rate",2.4
"32802",2011,"Edmonton, Alberta","Females","Inactivity rate",0.7
"32805",2011,"Edmonton, Alberta","Females","Days",1.8
"32817",2011,"Kelowna, British Columbia","Males","Incidence rate",NA
"32820",2011,"Kelowna, British Columbia","Males","Inactivity rate",NA
"32823",2011,"Kelowna, British Columbia","Males","Days",NA
"32826",2011,"Kelowna, British Columbia","Females","Incidence rate",NA
"32829",2011,"Kelowna, British Columbia","Females","Inactivity rate",NA
"32832",2011,"Kelowna, British Columbia","Females","Days",NA
"32844",2011,"Abbotsford-Mission, British Columbia","Males","Incidence rate",NA
"32847",2011,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",NA
"32850",2011,"Abbotsford-Mission, British Columbia","Males","Days",NA
"32853",2011,"Abbotsford-Mission, British Columbia","Females","Incidence rate",NA
"32856",2011,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",NA
"32859",2011,"Abbotsford-Mission, British Columbia","Females","Days",NA
"32871",2011,"Vancouver, British Columbia","Males","Incidence rate",1.5
"32874",2011,"Vancouver, British Columbia","Males","Inactivity rate",0.5
"32877",2011,"Vancouver, British Columbia","Males","Days",1.2
"32880",2011,"Vancouver, British Columbia","Females","Incidence rate",1.9
"32883",2011,"Vancouver, British Columbia","Females","Inactivity rate",0.7
"32886",2011,"Vancouver, British Columbia","Females","Days",1.9
"32898",2011,"Victoria, British Columbia","Males","Incidence rate",2.2
"32901",2011,"Victoria, British Columbia","Males","Inactivity rate",0.7
"32904",2011,"Victoria, British Columbia","Males","Days",1.8
"32907",2011,"Victoria, British Columbia","Females","Incidence rate",2.2
"32910",2011,"Victoria, British Columbia","Females","Inactivity rate",0.6
"32913",2011,"Victoria, British Columbia","Females","Days",1.6
"32925",2011,"Non-census metropolitan areas","Males","Incidence rate",1.9
"32928",2011,"Non-census metropolitan areas","Males","Inactivity rate",0.5
"32931",2011,"Non-census metropolitan areas","Males","Days",1.3
"32934",2011,"Non-census metropolitan areas","Females","Incidence rate",2.6
"32937",2011,"Non-census metropolitan areas","Females","Inactivity rate",0.8
"32940",2011,"Non-census metropolitan areas","Females","Days",1.9
"32952",2011,"Population centres","Males","Incidence rate",2
"32955",2011,"Population centres","Males","Inactivity rate",0.6
"32958",2011,"Population centres","Males","Days",1.5
"32961",2011,"Population centres","Females","Incidence rate",2.8
"32964",2011,"Population centres","Females","Inactivity rate",0.9
"32967",2011,"Population centres","Females","Days",2.3
"32979",2012,"Canada","Males","Incidence rate",2
"32982",2012,"Canada","Males","Inactivity rate",0.6
"32985",2012,"Canada","Males","Days",1.4
"32988",2012,"Canada","Females","Incidence rate",2.6
"32991",2012,"Canada","Females","Inactivity rate",0.8
"32994",2012,"Canada","Females","Days",1.9
"33006",2012,"Atlantic region","Males","Incidence rate",2
"33009",2012,"Atlantic region","Males","Inactivity rate",0.6
"33012",2012,"Atlantic region","Males","Days",1.5
"33015",2012,"Atlantic region","Females","Incidence rate",2.9
"33018",2012,"Atlantic region","Females","Inactivity rate",0.9
"33021",2012,"Atlantic region","Females","Days",2.2
"33033",2012,"Newfoundland and Labrador","Males","Incidence rate",1.6
"33036",2012,"Newfoundland and Labrador","Males","Inactivity rate",0.6
"33039",2012,"Newfoundland and Labrador","Males","Days",1.4
"33042",2012,"Newfoundland and Labrador","Females","Incidence rate",3
"33045",2012,"Newfoundland and Labrador","Females","Inactivity rate",1
"33048",2012,"Newfoundland and Labrador","Females","Days",2.6
"33060",2012,"Prince Edward Island","Males","Incidence rate",NA
"33063",2012,"Prince Edward Island","Males","Inactivity rate",NA
"33066",2012,"Prince Edward Island","Males","Days",NA
"33069",2012,"Prince Edward Island","Females","Incidence rate",3
"33072",2012,"Prince Edward Island","Females","Inactivity rate",0.7
"33075",2012,"Prince Edward Island","Females","Days",1.8
"33087",2012,"Nova Scotia","Males","Incidence rate",2.2
"33090",2012,"Nova Scotia","Males","Inactivity rate",0.7
"33093",2012,"Nova Scotia","Males","Days",1.7
"33096",2012,"Nova Scotia","Females","Incidence rate",2.9
"33099",2012,"Nova Scotia","Females","Inactivity rate",0.9
"33102",2012,"Nova Scotia","Females","Days",2.1
"33114",2012,"New Brunswick","Males","Incidence rate",1.9
"33117",2012,"New Brunswick","Males","Inactivity rate",0.5
"33120",2012,"New Brunswick","Males","Days",1.3
"33123",2012,"New Brunswick","Females","Incidence rate",2.9
"33126",2012,"New Brunswick","Females","Inactivity rate",0.9
"33129",2012,"New Brunswick","Females","Days",2.2
"33141",2012,"Quebec","Males","Incidence rate",2
"33144",2012,"Quebec","Males","Inactivity rate",0.4
"33147",2012,"Quebec","Males","Days",1
"33150",2012,"Quebec","Females","Incidence rate",2.8
"33153",2012,"Quebec","Females","Inactivity rate",0.7
"33156",2012,"Quebec","Females","Days",1.6
"33168",2012,"Ontario","Males","Incidence rate",2.1
"33171",2012,"Ontario","Males","Inactivity rate",0.6
"33174",2012,"Ontario","Males","Days",1.5
"33177",2012,"Ontario","Females","Incidence rate",2.6
"33180",2012,"Ontario","Females","Inactivity rate",0.8
"33183",2012,"Ontario","Females","Days",2
"33195",2012,"Prairie region","Males","Incidence rate",2.1
"33198",2012,"Prairie region","Males","Inactivity rate",0.7
"33201",2012,"Prairie region","Males","Days",1.6
"33204",2012,"Prairie region","Females","Incidence rate",2.9
"33207",2012,"Prairie region","Females","Inactivity rate",0.9
"33210",2012,"Prairie region","Females","Days",2.2
"33222",2012,"Manitoba","Males","Incidence rate",2.7
"33225",2012,"Manitoba","Males","Inactivity rate",0.7
"33228",2012,"Manitoba","Males","Days",1.7
"33231",2012,"Manitoba","Females","Incidence rate",3.3
"33234",2012,"Manitoba","Females","Inactivity rate",1
"33237",2012,"Manitoba","Females","Days",2.6
"33249",2012,"Saskatchewan","Males","Incidence rate",2.6
"33252",2012,"Saskatchewan","Males","Inactivity rate",0.8
"33255",2012,"Saskatchewan","Males","Days",2
"33258",2012,"Saskatchewan","Females","Incidence rate",3.5
"33261",2012,"Saskatchewan","Females","Inactivity rate",1
"33264",2012,"Saskatchewan","Females","Days",2.6
"33276",2012,"Alberta","Males","Incidence rate",1.9
"33279",2012,"Alberta","Males","Inactivity rate",0.6
"33282",2012,"Alberta","Males","Days",1.5
"33285",2012,"Alberta","Females","Incidence rate",2.6
"33288",2012,"Alberta","Females","Inactivity rate",0.8
"33291",2012,"Alberta","Females","Days",2
"33303",2012,"British Columbia","Males","Incidence rate",1.5
"33306",2012,"British Columbia","Males","Inactivity rate",0.5
"33309",2012,"British Columbia","Males","Days",1.3
"33312",2012,"British Columbia","Females","Incidence rate",1.9
"33315",2012,"British Columbia","Females","Inactivity rate",0.7
"33318",2012,"British Columbia","Females","Days",1.8
"33330",2012,"Total census metropolitan areas","Males","Incidence rate",2
"33333",2012,"Total census metropolitan areas","Males","Inactivity rate",0.5
"33336",2012,"Total census metropolitan areas","Males","Days",1.3
"33339",2012,"Total census metropolitan areas","Females","Incidence rate",2.5
"33342",2012,"Total census metropolitan areas","Females","Inactivity rate",0.7
"33345",2012,"Total census metropolitan areas","Females","Days",1.9
"33357",2012,"St. John's, Newfoundland and Labrador","Males","Incidence rate",1.7
"33360",2012,"St. John's, Newfoundland and Labrador","Males","Inactivity rate",0.6
"33363",2012,"St. John's, Newfoundland and Labrador","Males","Days",1.5
"33366",2012,"St. John's, Newfoundland and Labrador","Females","Incidence rate",3.4
"33369",2012,"St. John's, Newfoundland and Labrador","Females","Inactivity rate",1
"33372",2012,"St. John's, Newfoundland and Labrador","Females","Days",2.5
"33384",2012,"Halifax, Nova Scotia","Males","Incidence rate",2.3
"33387",2012,"Halifax, Nova Scotia","Males","Inactivity rate",0.6
"33390",2012,"Halifax, Nova Scotia","Males","Days",1.6
"33393",2012,"Halifax, Nova Scotia","Females","Incidence rate",2.7
"33396",2012,"Halifax, Nova Scotia","Females","Inactivity rate",0.7
"33399",2012,"Halifax, Nova Scotia","Females","Days",1.9
"33411",2012,"Moncton, New Brunswick","Males","Incidence rate",2.4
"33414",2012,"Moncton, New Brunswick","Males","Inactivity rate",0.8
"33417",2012,"Moncton, New Brunswick","Males","Days",2
"33420",2012,"Moncton, New Brunswick","Females","Incidence rate",3.1
"33423",2012,"Moncton, New Brunswick","Females","Inactivity rate",1
"33426",2012,"Moncton, New Brunswick","Females","Days",2.5
"33438",2012,"Saint John, New Brunswick","Males","Incidence rate",NA
"33441",2012,"Saint John, New Brunswick","Males","Inactivity rate",NA
"33444",2012,"Saint John, New Brunswick","Males","Days",NA
"33447",2012,"Saint John, New Brunswick","Females","Incidence rate",2.6
"33450",2012,"Saint John, New Brunswick","Females","Inactivity rate",0.8
"33453",2012,"Saint John, New Brunswick","Females","Days",2
"33465",2012,"Saguenay, Quebec","Males","Incidence rate",2
"33468",2012,"Saguenay, Quebec","Males","Inactivity rate",0.4
"33471",2012,"Saguenay, Quebec","Males","Days",1.1
"33474",2012,"Saguenay, Quebec","Females","Incidence rate",NA
"33477",2012,"Saguenay, Quebec","Females","Inactivity rate",NA
"33480",2012,"Saguenay, Quebec","Females","Days",NA
"33492",2012,"Québec, Quebec","Males","Incidence rate",1.6
"33495",2012,"Québec, Quebec","Males","Inactivity rate",0.3
"33498",2012,"Québec, Quebec","Males","Days",0.8
"33501",2012,"Québec, Quebec","Females","Incidence rate",2.6
"33504",2012,"Québec, Quebec","Females","Inactivity rate",0.5
"33507",2012,"Québec, Quebec","Females","Days",1.2
"33519",2012,"Sherbrooke, Quebec","Males","Incidence rate",1.8
"33522",2012,"Sherbrooke, Quebec","Males","Inactivity rate",0.3
"33525",2012,"Sherbrooke, Quebec","Males","Days",0.7
"33528",2012,"Sherbrooke, Quebec","Females","Incidence rate",2.2
"33531",2012,"Sherbrooke, Quebec","Females","Inactivity rate",0.6
"33534",2012,"Sherbrooke, Quebec","Females","Days",1.4
"33546",2012,"Trois-Rivières, Quebec","Males","Incidence rate",NA
"33549",2012,"Trois-Rivières, Quebec","Males","Inactivity rate",NA
"33552",2012,"Trois-Rivières, Quebec","Males","Days",NA
"33555",2012,"Trois-Rivières, Quebec","Females","Incidence rate",NA
"33558",2012,"Trois-Rivières, Quebec","Females","Inactivity rate",NA
"33561",2012,"Trois-Rivières, Quebec","Females","Days",NA
"33573",2012,"Montréal, Quebec","Males","Incidence rate",2.1
"33576",2012,"Montréal, Quebec","Males","Inactivity rate",0.5
"33579",2012,"Montréal, Quebec","Males","Days",1.1
"33582",2012,"Montréal, Quebec","Females","Incidence rate",2.9
"33585",2012,"Montréal, Quebec","Females","Inactivity rate",0.7
"33588",2012,"Montréal, Quebec","Females","Days",1.8
"33600",2012,"Ottawa-Gatineau, Ontario/Quebec","Males","Incidence rate",2.9
"33603",2012,"Ottawa-Gatineau, Ontario/Quebec","Males","Inactivity rate",0.8
"33606",2012,"Ottawa-Gatineau, Ontario/Quebec","Males","Days",2
"33609",2012,"Ottawa-Gatineau, Ontario/Quebec","Females","Incidence rate",4.1
"33612",2012,"Ottawa-Gatineau, Ontario/Quebec","Females","Inactivity rate",0.9
"33615",2012,"Ottawa-Gatineau, Ontario/Quebec","Females","Days",2.3
"33627",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Incidence rate",2.9
"33630",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Inactivity rate",0.9
"33633",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Days",2.2
"33636",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Incidence rate",3.9
"33639",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Inactivity rate",0.9
"33642",2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Days",2.2
"33654",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Incidence rate",2.8
"33657",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Inactivity rate",0.5
"33660",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Days",1.3
"33663",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Incidence rate",4.4
"33666",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Inactivity rate",1
"33669",2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Days",2.6
"33681",2012,"Kingston, Ontario","Males","Incidence rate",2.3
"33684",2012,"Kingston, Ontario","Males","Inactivity rate",0.6
"33687",2012,"Kingston, Ontario","Males","Days",1.5
"33690",2012,"Kingston, Ontario","Females","Incidence rate",2.9
"33693",2012,"Kingston, Ontario","Females","Inactivity rate",1
"33696",2012,"Kingston, Ontario","Females","Days",2.4
"33708",2012,"Peterborough, Ontario","Males","Incidence rate",NA
"33711",2012,"Peterborough, Ontario","Males","Inactivity rate",NA
"33714",2012,"Peterborough, Ontario","Males","Days",NA
"33717",2012,"Peterborough, Ontario","Females","Incidence rate",NA
"33720",2012,"Peterborough, Ontario","Females","Inactivity rate",NA
"33723",2012,"Peterborough, Ontario","Females","Days",NA
"33735",2012,"Oshawa, Ontario","Males","Incidence rate",1.7
"33738",2012,"Oshawa, Ontario","Males","Inactivity rate",0.5
"33741",2012,"Oshawa, Ontario","Males","Days",1.2
"33744",2012,"Oshawa, Ontario","Females","Incidence rate",2.7
"33747",2012,"Oshawa, Ontario","Females","Inactivity rate",0.9
"33750",2012,"Oshawa, Ontario","Females","Days",2.2
"33762",2012,"Toronto, Ontario","Males","Incidence rate",2
"33765",2012,"Toronto, Ontario","Males","Inactivity rate",0.6
"33768",2012,"Toronto, Ontario","Males","Days",1.4
"33771",2012,"Toronto, Ontario","Females","Incidence rate",2.1
"33774",2012,"Toronto, Ontario","Females","Inactivity rate",0.7
"33777",2012,"Toronto, Ontario","Females","Days",1.7
"33789",2012,"Hamilton, Ontario","Males","Incidence rate",1.3
"33792",2012,"Hamilton, Ontario","Males","Inactivity rate",0.4
"33795",2012,"Hamilton, Ontario","Males","Days",0.9
"33798",2012,"Hamilton, Ontario","Females","Incidence rate",1.9
"33801",2012,"Hamilton, Ontario","Females","Inactivity rate",0.4
"33804",2012,"Hamilton, Ontario","Females","Days",1.1
"33816",2012,"St. Catharines-Niagara, Ontario","Males","Incidence rate",2.1
"33819",2012,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",0.5
"33822",2012,"St. Catharines-Niagara, Ontario","Males","Days",1.3
"33825",2012,"St. Catharines-Niagara, Ontario","Females","Incidence rate",2.7
"33828",2012,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",0.9
"33831",2012,"St. Catharines-Niagara, Ontario","Females","Days",2.2
"33843",2012,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",2.2
"33846",2012,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",0.6
"33849",2012,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",1.4
"33852",2012,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",3.7
"33855",2012,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",1.1
"33858",2012,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",2.9
"33870",2012,"Brantford, Ontario","Males","Incidence rate",2.4
"33873",2012,"Brantford, Ontario","Males","Inactivity rate",0.6
"33876",2012,"Brantford, Ontario","Males","Days",1.5
"33879",2012,"Brantford, Ontario","Females","Incidence rate",2.7
"33882",2012,"Brantford, Ontario","Females","Inactivity rate",0.9
"33885",2012,"Brantford, Ontario","Females","Days",2.2
"33897",2012,"Guelph, Ontario","Males","Incidence rate",2.1
"33900",2012,"Guelph, Ontario","Males","Inactivity rate",0.4
"33903",2012,"Guelph, Ontario","Males","Days",1.1
"33906",2012,"Guelph, Ontario","Females","Incidence rate",NA
"33909",2012,"Guelph, Ontario","Females","Inactivity rate",NA
"33912",2012,"Guelph, Ontario","Females","Days",NA
"33924",2012,"London, Ontario","Males","Incidence rate",1.9
"33927",2012,"London, Ontario","Males","Inactivity rate",0.4
"33930",2012,"London, Ontario","Males","Days",1
"33933",2012,"London, Ontario","Females","Incidence rate",2.5
"33936",2012,"London, Ontario","Females","Inactivity rate",0.7
"33939",2012,"London, Ontario","Females","Days",1.8
"33951",2012,"Windsor, Ontario","Males","Incidence rate",2.1
"33954",2012,"Windsor, Ontario","Males","Inactivity rate",0.5
"33957",2012,"Windsor, Ontario","Males","Days",1.3
"33960",2012,"Windsor, Ontario","Females","Incidence rate",2.3
"33963",2012,"Windsor, Ontario","Females","Inactivity rate",1
"33966",2012,"Windsor, Ontario","Females","Days",2.5
"33978",2012,"Barrie, Ontario","Males","Incidence rate",2.2
"33981",2012,"Barrie, Ontario","Males","Inactivity rate",0.4
"33984",2012,"Barrie, Ontario","Males","Days",0.9
"33987",2012,"Barrie, Ontario","Females","Incidence rate",4.4
"33990",2012,"Barrie, Ontario","Females","Inactivity rate",1.9
"33993",2012,"Barrie, Ontario","Females","Days",4.6
"34005",2012,"Greater Sudbury, Ontario","Males","Incidence rate",2.1
"34008",2012,"Greater Sudbury, Ontario","Males","Inactivity rate",0.6
"34011",2012,"Greater Sudbury, Ontario","Males","Days",1.6
"34014",2012,"Greater Sudbury, Ontario","Females","Incidence rate",3.1
"34017",2012,"Greater Sudbury, Ontario","Females","Inactivity rate",0.8
"34020",2012,"Greater Sudbury, Ontario","Females","Days",2.1
"34032",2012,"Thunder Bay, Ontario","Males","Incidence rate",NA
"34035",2012,"Thunder Bay, Ontario","Males","Inactivity rate",NA
"34038",2012,"Thunder Bay, Ontario","Males","Days",NA
"34041",2012,"Thunder Bay, Ontario","Females","Incidence rate",NA
"34044",2012,"Thunder Bay, Ontario","Females","Inactivity rate",NA
"34047",2012,"Thunder Bay, Ontario","Females","Days",NA
"34059",2012,"Winnipeg, Manitoba","Males","Incidence rate",2.5
"34062",2012,"Winnipeg, Manitoba","Males","Inactivity rate",0.6
"34065",2012,"Winnipeg, Manitoba","Males","Days",1.6
"34068",2012,"Winnipeg, Manitoba","Females","Incidence rate",3.1
"34071",2012,"Winnipeg, Manitoba","Females","Inactivity rate",0.9
"34074",2012,"Winnipeg, Manitoba","Females","Days",2.3
"34086",2012,"Regina, Saskatchewan","Males","Incidence rate",2.2
"34089",2012,"Regina, Saskatchewan","Males","Inactivity rate",0.6
"34092",2012,"Regina, Saskatchewan","Males","Days",1.4
"34095",2012,"Regina, Saskatchewan","Females","Incidence rate",3
"34098",2012,"Regina, Saskatchewan","Females","Inactivity rate",0.8
"34101",2012,"Regina, Saskatchewan","Females","Days",1.9
"34113",2012,"Saskatoon, Saskatchewan","Males","Incidence rate",1.9
"34116",2012,"Saskatoon, Saskatchewan","Males","Inactivity rate",0.6
"34119",2012,"Saskatoon, Saskatchewan","Males","Days",1.5
"34122",2012,"Saskatoon, Saskatchewan","Females","Incidence rate",2.8
"34125",2012,"Saskatoon, Saskatchewan","Females","Inactivity rate",0.8
"34128",2012,"Saskatoon, Saskatchewan","Females","Days",2
"34140",2012,"Calgary, Alberta","Males","Incidence rate",1.9
"34143",2012,"Calgary, Alberta","Males","Inactivity rate",0.6
"34146",2012,"Calgary, Alberta","Males","Days",1.6
"34149",2012,"Calgary, Alberta","Females","Incidence rate",2.3
"34152",2012,"Calgary, Alberta","Females","Inactivity rate",0.7
"34155",2012,"Calgary, Alberta","Females","Days",1.6
"34167",2012,"Edmonton, Alberta","Males","Incidence rate",1.8
"34170",2012,"Edmonton, Alberta","Males","Inactivity rate",0.5
"34173",2012,"Edmonton, Alberta","Males","Days",1.4
"34176",2012,"Edmonton, Alberta","Females","Incidence rate",2.6
"34179",2012,"Edmonton, Alberta","Females","Inactivity rate",0.8
"34182",2012,"Edmonton, Alberta","Females","Days",1.9
"34194",2012,"Kelowna, British Columbia","Males","Incidence rate",1.9
"34197",2012,"Kelowna, British Columbia","Males","Inactivity rate",0.6
"34200",2012,"Kelowna, British Columbia","Males","Days",1.4
"34203",2012,"Kelowna, British Columbia","Females","Incidence rate",NA
"34206",2012,"Kelowna, British Columbia","Females","Inactivity rate",NA
"34209",2012,"Kelowna, British Columbia","Females","Days",NA
"34221",2012,"Abbotsford-Mission, British Columbia","Males","Incidence rate",NA
"34224",2012,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",NA
"34227",2012,"Abbotsford-Mission, British Columbia","Males","Days",NA
"34230",2012,"Abbotsford-Mission, British Columbia","Females","Incidence rate",2.5
"34233",2012,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",0.8
"34236",2012,"Abbotsford-Mission, British Columbia","Females","Days",2.1
"34248",2012,"Vancouver, British Columbia","Males","Incidence rate",1.3
"34251",2012,"Vancouver, British Columbia","Males","Inactivity rate",0.4
"34254",2012,"Vancouver, British Columbia","Males","Days",1.1
"34257",2012,"Vancouver, British Columbia","Females","Incidence rate",1.8
"34260",2012,"Vancouver, British Columbia","Females","Inactivity rate",0.6
"34263",2012,"Vancouver, British Columbia","Females","Days",1.6
"34275",2012,"Victoria, British Columbia","Males","Incidence rate",2.3
"34278",2012,"Victoria, British Columbia","Males","Inactivity rate",0.6
"34281",2012,"Victoria, British Columbia","Males","Days",1.5
"34284",2012,"Victoria, British Columbia","Females","Incidence rate",2.1
"34287",2012,"Victoria, British Columbia","Females","Inactivity rate",0.7
"34290",2012,"Victoria, British Columbia","Females","Days",1.8
"34302",2012,"Non-census metropolitan areas","Males","Incidence rate",2
"34305",2012,"Non-census metropolitan areas","Males","Inactivity rate",0.5
"34308",2012,"Non-census metropolitan areas","Males","Days",1.3
"34311",2012,"Non-census metropolitan areas","Females","Incidence rate",2.5
"34314",2012,"Non-census metropolitan areas","Females","Inactivity rate",0.7
"34317",2012,"Non-census metropolitan areas","Females","Days",1.8
"34329",2012,"Population centres","Males","Incidence rate",2.1
"34332",2012,"Population centres","Males","Inactivity rate",0.6
"34335",2012,"Population centres","Males","Days",1.5
"34338",2012,"Population centres","Females","Incidence rate",2.9
"34341",2012,"Population centres","Females","Inactivity rate",0.9
"34344",2012,"Population centres","Females","Days",2.2
"34356",2013,"Canada","Males","Incidence rate",1.9
"34359",2013,"Canada","Males","Inactivity rate",0.5
"34362",2013,"Canada","Males","Days",1.3
"34365",2013,"Canada","Females","Incidence rate",2.7
"34368",2013,"Canada","Females","Inactivity rate",0.8
"34371",2013,"Canada","Females","Days",2
"34383",2013,"Atlantic region","Males","Incidence rate",1.9
"34386",2013,"Atlantic region","Males","Inactivity rate",0.6
"34389",2013,"Atlantic region","Males","Days",1.4
"34392",2013,"Atlantic region","Females","Incidence rate",2.8
"34395",2013,"Atlantic region","Females","Inactivity rate",0.9
"34398",2013,"Atlantic region","Females","Days",2.3
"34410",2013,"Newfoundland and Labrador","Males","Incidence rate",1.4
"34413",2013,"Newfoundland and Labrador","Males","Inactivity rate",0.5
"34416",2013,"Newfoundland and Labrador","Males","Days",1.2
"34419",2013,"Newfoundland and Labrador","Females","Incidence rate",2.4
"34422",2013,"Newfoundland and Labrador","Females","Inactivity rate",0.8
"34425",2013,"Newfoundland and Labrador","Females","Days",2
"34437",2013,"Prince Edward Island","Males","Incidence rate",NA
