Product code	Product label	Turkey's imports from Israel-Value in 2001	Turkey's imports from Israel-Value in 2002	Turkey's imports from Israel-Value in 2003	Turkey's imports from Israel-Value in 2004	Turkey's imports from Israel-Value in 2005	Turkey's imports from Israel-Value in 2006	Turkey's imports from Israel-Value in 2007	Turkey's imports from Israel-Value in 2008	Turkey's imports from Israel-Value in 2009	Turkey's imports from Israel-Value in 2010	Turkey's imports from Israel-Value in 2011	Turkey's imports from Israel-Value in 2012	Turkey's imports from Israel-Value in 2013	Turkey's imports from Israel-Value in 2014	Turkey's imports from Israel-Value in 2015	Turkey's imports from Israel-Value in 2016	Turkey's imports from Israel-Value in 2017	Israel's exports to world- 	Israel's exports to world-Value in 2001	Israel's exports to world-Value in 2002	Israel's exports to world-Value in 2003	Israel's exports to world-Value in 2004	Israel's exports to world-Value in 2005	Israel's exports to world-Value in 2006	Israel's exports to world-Value in 2007	Israel's exports to world-Value in 2008	Israel's exports to world-Value in 2009	Israel's exports to world-Value in 2010	Israel's exports to world-Value in 2011	Israel's exports to world-Value in 2012	Israel's exports to world-Value in 2013	Israel's exports to world-Value in 2014	Israel's exports to world-Value in 2015	Israel's exports to world-Value in 2016	Israel's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	11	3	59	68	112	105	13	42	37	22	3	323	1043	691	219	420	265		226	71	326	96	123	63	243	637	379	645	1535	2829	2548	3336	4535	6783	4462		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	50	1	36	74	244	101	155	154	32	3	8	5	1	13	0	96	265		1035	354	1159	3179	5096	993	2635	1150	1971	3963	9319	8019	7270	10527	6127	5675	4633		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	82	86	171	189	301	146	225	645	282	221	192	399	452	818	449	250	277		10589	6447	10686	18215	23527	25609	30594	30735	25185	26000	32306	36182	37351	32922	24979	18907	16660		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	48	249	248	201	90	64	91	55	57	58	40	36	85	80	135	193	285		14294	14913	16678	21575	21516	21085	29323	54163	20738	10952	5703	8623	9886	8279	21585	10328	10288		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	41	10	18	329	314	43	23	1291	33	74	293	3	90	151	181	991	302		6964	7396	10698	19496	8956	2063	1118	5082	3695	15908	11986	9259	10674	11734	13536	12145	19435		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
9607	"Slide fasteners and parts thereof"	29	5	16	9	2	8	0	1	0	0	12	98	524	643	769	813	333		3009	4429	4808	5187	7119	9341	4268	3328	3027	3147	3638	2864	3851	4248	4708	6733	5757		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	57	39	22	22	59	106	694	473	241	297	202	328	40	44	94	90	335		5286	5995	5185	4642	4817	6138	6916	8425	9621	13038	14954	12999	14647	17616	20622	20745	20480		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	48	24	0	5	14	35	39	79	157	181	162	306	283	293	446	459	338		19658	19405	29342	42258	48944	44192	46623	52635	58630	58468	66926	66586	66368	72957	70180	75705	84597		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
8534	"Printed circuits"	29	48	52	12	119	41	831	1761	684	385	200	43	12	72	60	63	357		28809	32613	29847	37831	47132	65432	67539	75911	91765	427566	1074427	399341	53244	107574	99798	52861	57462		21560	28551	12279	27837	40446	44566	65652	62698	54954	68191	87983	84835	84748	96997	95361	98948	125744	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	7	246	101	114	7	278	64	67	215	108	99	96	245	796	1578	75	360		1329	6946	10932	10507	9178	12753	13677	17515	15858	12476	18861	10893	17253	19742	12588	19105	9944		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	325	556	610	1090	997	1002	849	2046	999	1257	894	718	893	483	466	491	367		5867	7938	10303	17097	20191	23263	37834	49047	48335	48510	51937	54982	55822	55246	42237	41718	42862		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	0	0	40	89	79	210	417	474	470	425	771	508	462	562	394	297	370		140	80	380	528	608	597	764	761	552	744	1239	1372	1155	857	1288	1163	1553		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
2905	"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	88	13	95	185	380	242	230	528	355	755	1858	1593	891	1243	498	663	370		2255	907	908	1141	740	890	3591	6068	6998	9446	24377	27855	34127	35894	27114	14152	17125		127464	136507	214001	315461	356868	432616	546469	580686	352973	560917	728557	690989	782094	850329	674051	589552	823367	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	526	530	587	1235	577	825	1100	1237	1347	216	196	189	259	164	120	153	372		1600	2151	9420	2974	4088	20024	78152	9008	6715	7808	15711	10660	7427	13621	10013	13782	12555		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	1	0	2	3	0	0	0	3	19	13	0	1	25	11	5	95	378		2264	1480	1361	960	1007	1315	1952	1726	2957	2565	2198	1631	3896	7050	7198	7938	7651		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	74	80	152	89	101	644	1371	1565	1797	1845	2475	1174	1262	740	411	402	379		27342	29495	43223	53054	55509	67247	63070	88574	120865	105760	136414	142325	117253	133389	163165	163133	154075		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
8542	"Electronic integrated circuits; parts thereof"	406	1971	4193	4192	3489	3164	1495	3446	1285	1617	3451	2562	2899	1364	444	1204	386		278532	107675	840966	936424	27452	22690	27050	929127	3596948	2358885	1787134	2828920	4075366	3910199	5578568	3452510	2390844		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	0	0	0	0	0	49	192	29	160	752	664	190	155	43	900	811	387		7708	19025	26006	47415	54081	70424	114661	138375	124381	147446	180064	192399	221490	282941	304423	314296	282174		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
2816	"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium"	1	8	0	2	231	327	818	228	639	539	566	530	484	417	511	380	394		42450	28257	30372	41544	42648	30538	43790	53400	39103	29608	16019	12496	12095	12773	10591	10993	11893		458	615	732	881	729	1014	1820	1318	1715	1720	2369	2079	2196	2858	3121	3532	2243	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	46	112	160	274	270	229	293	239	111	154	459	538	354	271	270	172	401		46644	54812	36408	27780	21047	24100	19628	28203	39535	41750	48496	40733	41393	35222	43384	42586	45160		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
9406	"Prefabricated buildings, whether or not complete or already assembled"	497	260	60	308	2067	219	823	2391	51	450	520	1385	145	117	502	514	402		79	635	1096	971	1515	304	1142	29083	89414	115570	123338	129864	122689	137158	135113	176826	176468		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	4	25	41	117	250	432	585	401	257	500	486	944	378	2505	1643	526	405		14296	14652	15335	17696	20590	30900	34873	63474	44081	55207	83227	99591	108976	118722	106802	110929	110654		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
2106	"Food preparations, n.e.s."	431	308	885	1076	1277	784	572	497	1003	258	69	24	9	5	16	143	409		65406	68958	78542	97882	99824	101298	106409	192967	160300	178555	196509	188626	183468	193130	170900	166809	170953		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	337	316	274	220	704	94	364	365	464	573	1069	442	916	516	518	312	423		4124	3323	4195	4470	7033	7613	6068	6113	5600	7640	8525	7647	8866	15408	18400	12818	11274		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	12	17	134	229	303	480	272	491	544	426	483	96	120	251	308	206	425		1636	2037	2767	3492	8085	7970	10551	11107	10298	13232	15900	22156	21549	21396	19427	14094	29475		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	37	23	77	97	117	60	105	73	123	89	520	1060	1339	1086	593	712	426		8246	13116	16217	12989	13260	10153	7262	6985	7310	9025	9636	14931	35953	20801	15870	13679	11174		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2933	"Heterocyclic compounds with nitrogen hetero-atom[s] only"	1900	1199	1225	1284	1633	1900	4408	4455	6034	5814	762	447	517	789	755	266	443		147401	153487	208246	164993	122236	119257	128978	249605	245263	285678	315149	330091	316701	293035	201183	232967	205360		242379	273629	323093	424252	460103	481455	474339	522469	401825	433533	417433	325228	355818	425690	382779	408933	452717	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	190	283	401	538	718	520	950	756	487	4261	582	893	525	480	334	416	443		49446	40985	51809	57323	56556	55311	59579	71998	75977	135850	172829	172576	147558	187115	138248	166993	119822		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	111	229	227	255	342	362	309	304	240	195	259	479	329	327	394	388	444		20305	18723	12104	12883	19870	32526	38108	39144	36926	45266	43733	29741	27938	33910	40305	42718	42607		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	63	114	151	296	495	386	303	356	152	139	213	294	308	396	231	364	464		9066	6595	8262	10109	10154	13814	14891	14951	7171	8144	8374	7953	10194	14528	12061	13051	15455		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	3	2378	2	0	9	79	5	0	0	0	200	264	121	4	85	60	470		11043	13495	8839	11280	12902	11075	17485	21501	19500	10784	14945	20631	22907	20253	26444	15125	14334		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	24	0	40	69	336	509	335	163	275	180	0	113	213	0	239	475		311	640	553	601	844	1254	1899	1190	953	1295	1252	1007	1209	1312	116	1132	1042		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	836	1008	1958	2894	2523	1803	1033	1134	907	693	619	628	609	658	1240	653	490		31816	39421	52220	61753	77158	111141	147160	175922	161187	166343	169037	168462	197713	203954	186818	198109	231534		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
4101	"Raw hides and skins of bovine "incl. buffalo" or equine animals, fresh, or salted, dried, limed, ..."	0	0	40	57	62	0	0	0	0	0	3342	5439	1125	423	2262	962	518		6629	4718	4941	5293	0	0	0	4803	1980	4778	8050	7704	9038	16982	14376	10818	14273		21526	37471	58016	51524	53198	54894	74556	47702	29427	51756	83338	54785	45230	42127	33062	42004	46099	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	989	776	938	798	210	377	318	138	171	298	411	404	467	584	555	457	520		7066	11737	6455	215	960	13929	10056	13463	17518	45254	75962	72860	66604	68034	55118	54911	53398		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	494	368	368	339	823	1312	1741	1477	493	1079	705	822	1819	795	923	512	526		67466	72111	70366	86467	91659	131046	189629	197809	186874	246836	240895	200489	199405	211565	222251	223334	204081		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	0	126	323	159	12	119	137	86	166	346	159	162	128	645	503	311	540		16743	4010	1602	1030	4820	10007	7064	3795	5632	7700	10573	12316	13445	15149	13847	15949	18987		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
2309	"Preparations of a kind used in animal feeding"	254	212	245	362	510	597	881	1677	1549	1861	1634	2262	1156	958	512	309	544		692	630	1246	1581	1461	3599	6523	9618	8460	6209	8312	6974	4320	9074	10645	9574	10077		23935	31817	38716	54561	61082	72707	87563	113479	90056	91206	118475	121297	131224	132021	135029	136430	146186	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	19	93	1459	2756	2714	3083	2127	452	249	375	962	434	324	818	567	635	550		3354	3671	5821	8798	654	273	134	7799	4525	51039	54543	47893	42143	35247	13710	11515	13361		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	585	457	460	701	446	580	733	676	506	524	704	470	578	661	758	459	568		55903	63618	62501	58295	51723	51194	57847	52792	48512	64159	66222	76147	68211	40119	33278	23776	22745		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
8433	"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ..."	3	86	100	110	295	242	651	178	179	428	2743	6364	6719	762	743	273	572		1616	2837	4324	3911	1560	3411	3102	4844	12691	10953	30242	58010	54962	63807	73940	49095	67645		28042	17700	27231	91593	175846	224952	185916	110035	73252	122240	216888	220052	308324	196575	188104	176419	171054	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	247	246	307	1189	287	537	264	271	142	336	600	644	703	982	872	467	576		10968	12866	10686	16561	31786	25218	27762	58597	86427	81394	103596	100170	117270	117473	109439	116290	105003		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	1149	1166	1134	3119	14974	595		0	0	0	0	0	0	0	0	0	0	0	39268	45664	51125	44495	54257	40123		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	77	125	105	140	52	283	324	350	603	489	214	423	649	1307	523	599	643		7638	4908	3883	4551	6097	8859	13089	11446	11672	19540	20965	20058	26808	29291	31646	26056	34333		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	0	1832	0	54	39	1621	2961	4462	2119	1726	2634	3772	3101	1689	614	605	653		36453	38329	30544	27478	21573	17915	24149	43504	64838	80628	48371	103968	80489	263202	206079	85253	84768		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
5911	"Textile products and articles, for technical use, specified in Note 7 to chapter 59"	0	0	1	0	12	120	129	336	481	871	287	252	336	668	505	572	656		200	561	1146	1713	691	430	94	454	596	1168	1923	1038	963	774	59757	68161	76476		13782	18820	24277	30579	38512	40083	49462	45648	35734	42165	47838	47230	50651	54860	51547	54043	58101	
3921	"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ..."	404	815	2075	1722	1241	938	723	882	561	636	391	679	847	1331	2032	314	691		34392	57422	75582	97328	102153	123712	136400	149726	118623	113792	137106	114247	95453	90644	76230	66342	69414		61058	75574	100469	129469	121380	142662	175936	175266	138079	188726	237330	217826	236538	276879	253818	249631	269583	
2930	"Organo-sulphur compounds"	462	416	481	284	456	632	718	800	362	661	474	292	47	0	362	403	738		48815	54298	49728	68685	62366	60020	69077	94424	91304	82923	92029	80534	78298	53743	31151	45934	39861		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
3305	"Preparations for use on the hair"	317	493	478	475	563	373	394	472	436	1253	1471	98	1098	229	184	680	751		3393	4927	5805	9100	12517	16029	13826	19885	33241	59540	79757	113113	147179	134863	125557	120351	123887		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	176	501	1306	1208	1090	1001	1367	1486	1059	1095	919	642	517	566	711	428	759		2709	2569	3307	4843	2997	2805	3951	7982	7381	9893	9452	9482	8640	13732	7391	7874	10493		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	5	0	44	246	238	14	72	165	239	90	28	93	63	182	168	327	771		0	0	0	0	0	0	0	73098	80485	59069	101605	86665	117144	115870	96511	97204	84079		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	2	22	576	198	91	1	85	209	0	0	226	8	401	597	882	508	797		26506	32444	48394	62356	70749	77652	79098	83830	65129	56112	60083	72184	65744	60647	45484	42581	35180		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
0802	"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ..."	0	0	0	0	0	299	109	69	81	0	0	1206	2748	194	1080	1191	822		190	235	86	0	156	911	591	321	2554	1015	152	4054	4374	1643	2743	1682	1414		4487	18671	18436	28654	48028	74410	93656	142357	158467	143728	169477	251984	212751	199347	226597	297162	311405	
8536	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	287	277	246	448	671	1084	2266	1990	1160	1329	2420	550	446	696	745	685	876		78985	74828	98787	67739	52964	69154	52316	59552	47836	51814	57022	54679	64744	69505	58742	45126	54428		177174	235030	335031	445295	487230	622221	907882	889048	672957	857610	1064535	982496	1118676	1093935	1074207	1029851	1176400	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	266	198	384	454	319	407	643	738	609	701	709	581	662	835	1339	701	903		30035	21980	23175	34861	23464	37069	38629	42327	31212	31421	32199	32073	30118	22753	30459	28783	26910		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
3907	"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ..."	97	193	176	128	918	445	947	536	287	494	557	509	649	325	215	593	940		1996	2298	2278	3482	6153	2472	9421	10246	10196	10593	19052	15425	21314	24140	19918	45863	52253		180009	246238	340388	477241	598281	685841	837477	941414	693184	982043	1387072	1279135	1438003	1280189	1173779	1134117	1399822	
8803	"Parts of aircraft and spacecraft of heading 8801 or 8802, n.e.s."	2060	72429	14334	614	0	1798	1752	3578	3352	10093	17185	14341	819	341	2434	2354	946		939963	1068596	967878	989868	911508	927226	1476346	1296920	1661635	1499546	1753583	1576795	1865332	1534092	2521623	2427018	2487108		116202	158122	82534	96188	53508	100088	189167	109853	145353	406321	544111	466740	348606	312820	350862	380962	513715	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	374	129	84	844	694	1073	471	1148	163	92	1082	1423	1437	1735	957	958		4106	4591	5754	5999	6232	5944	6005	2502	3405	2872	2605	3350	4739	4472	3454	3923	4164		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	110	33	134	86	699	446	71	12	41	422	480	1208	20	465	360	2907	993		10637	8917	14317	24969	18417	11135	5846	7071	30626	32227	14385	16093	20530	19279	12635	5875	6606		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	36	10	44	147	217	264	423	207	204	212	228	359	787	380	369	424	1028		240140	127233	109688	127056	121013	160950	156150	170236	122007	192006	157610	150260	172881	228182	207709	192133	192687		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	373	561	867	2744	1890	2300	2530	2290	1512	1563	1680	1629	1595	1445	1332	1509	1095		116698	122147	132257	144034	182274	197374	257213	339261	298220	305744	352454	363164	369709	377086	360635	392331	429397		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	588	0	83	460	539	1039	965	32	122	629	563	1027	1218	796	893	727	1097		10392	9827	10761	13985	17113	17859	18411	25307	20340	21024	24225	21528	19598	18372	16634	13051	10468		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
3903	"Polymers of styrene, in primary forms"	211	153	44	418	682	1143	1879	1162	1111	2108	2147	1485	2152	1223	456	1348	1127		3971	5638	6505	10207	14963	17022	22501	18418	15192	19583	32810	33905	27994	43197	28971	45325	47579		136860	204206	296351	482320	541883	635311	760997	683795	494539	779746	985348	1011585	1074679	973642	795017	698281	880629	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	614	2396	450	301	360	516	317	201	136	428	453	39	45	1002	442	1682	1303		277	878	908	599	1867	3409	6370	11738	6607	12349	14099	11451	9871	11345	13517	17283	23537		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	17	11	59	170	253	319	348	171	162	155	192	281	581	200	300	501	1365		145819	334466	309021	260616	219321	192153	173327	164131	126922	194393	240725	239268	222659	165494	134060	117439	124373		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	0	69	38	73	204	1334	2110	55	261	791	1948	1838	2048	1133	622	935	1386		136482	10025	10851	5984	54	184	50	36942	37714	55262	86172	112332	80548	77114	37942	36953	29993		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	445	140	190	308	5036	3142	834	784	518	544	324	387	678	1925	1287	879	1405		34807	26023	34354	40702	43484	59722	76867	96598	84909	117131	137490	129820	124121	123457	109443	118649	115235		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	125	331	325	626	1413	4620	3152	6735	1133	2311	1201	802	1788	1243	1070	1100	1524		174214	153259	157798	215554	266339	368966	420452	365891	181779	207110	251907	259859	227023	210863	307318	138706	132683		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	48	47	210	266	1033	1249	1210	1883	1406	1373	1210	1217	1386	1863	1048	1592	1646		23723	20843	25720	34313	35316	41168	48600	56477	48574	53943	59952	58520	77725	106689	97230	98676	101372		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
8483	"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ..."	409	338	232	466	522	413	536	514	301	478	1317	1438	305	844	2004	1387	1668		5267	4285	4300	6921	6001	4940	8567	14398	11116	13871	18612	20933	24339	22748	22987	25490	23455		82932	119100	155709	218750	257265	319619	406417	541093	452766	532454	618560	568285	639074	655650	627152	642063	704213	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	16	201	0	2	65	24	471	699	1038	744	4600	3036	1	33	3324	270	1729		3094	6949	4336	2483	1158	3126	1856	8048	2581	7882	5274	36791	36241	16978	15979	41389	57743		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	3153	243	90	424	684	371	1414	836	2113	1072	999	4342	3187	889	1694	2223	1797		6699	2156	5067	14332	18581	15347	12436	9826	5346	10784	12334	16432	13497	126547	225088	251761	250826		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	734	748	746	1626	1964	1750	2103	2557	1586	3217	3509	2178	2743	2805	2791	2300	1897		341221	367384	456603	544522	217519	202247	215097	220056	132494	144493	191971	219176	347275	386940	397921	422278	389371		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
