Product code	Product label	Turkey's imports from Czech Republic-Value in 2001	Turkey's imports from Czech Republic-Value in 2002	Turkey's imports from Czech Republic-Value in 2003	Turkey's imports from Czech Republic-Value in 2004	Turkey's imports from Czech Republic-Value in 2005	Turkey's imports from Czech Republic-Value in 2006	Turkey's imports from Czech Republic-Value in 2007	Turkey's imports from Czech Republic-Value in 2008	Turkey's imports from Czech Republic-Value in 2009	Turkey's imports from Czech Republic-Value in 2010	Turkey's imports from Czech Republic-Value in 2011	Turkey's imports from Czech Republic-Value in 2012	Turkey's imports from Czech Republic-Value in 2013	Turkey's imports from Czech Republic-Value in 2014	Turkey's imports from Czech Republic-Value in 2015	Turkey's imports from Czech Republic-Value in 2016	Turkey's imports from Czech Republic-Value in 2017	Czech Republic's exports to world- 	Czech Republic's exports to world-Value in 2001	Czech Republic's exports to world-Value in 2002	Czech Republic's exports to world-Value in 2003	Czech Republic's exports to world-Value in 2004	Czech Republic's exports to world-Value in 2005	Czech Republic's exports to world-Value in 2006	Czech Republic's exports to world-Value in 2007	Czech Republic's exports to world-Value in 2008	Czech Republic's exports to world-Value in 2009	Czech Republic's exports to world-Value in 2010	Czech Republic's exports to world-Value in 2011	Czech Republic's exports to world-Value in 2012	Czech Republic's exports to world-Value in 2013	Czech Republic's exports to world-Value in 2014	Czech Republic's exports to world-Value in 2015	Czech Republic's exports to world-Value in 2016	Czech Republic's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	8	2	4	0	723	927	3041	3157	631	2587	1116	549	625	1212	736	2120	1707		20646	24680	25059	43784	50621	67281	86442	107293	99766	108963	115525	119517	130268	139227	149955	129631	142589		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	970	2015	2392	2935	2331	2580	2747	2296	2219	2777	2454	2708	3213	3361	2033	2283	1720		38867	37661	41170	46124	36436	39053	37878	27945	34674	39604	43127	43901	45197	51842	42734	45087	44595		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	494	2888	4636	3362	2212	246	28	0	927	105	160	1495	3128	1096	2455	1850	1739		120714	326719	690651	803506	439454	402870	217727	234969	132481	117343	152197	260968	282291	248578	327637	405924	460406		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	75	139	433	3028	2519	760	1042	884	1217	1182	1079	1053	988	1135	1069	1110	1739		146598	134377	149204	162528	181358	228921	293475	360561	231029	226182	326492	310199	325044	339371	317072	306082	345217		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	217	387	1503	2066	2784	3273	4088	4057	2351	3116	4540	4251	4603	3125	2333	3648	1761		69017	60150	72792	92795	88103	106143	106787	88062	43465	64808	75867	72793	66762	70071	67781	73361	82478		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	77	74	56	249	214	434	452	783	597	470	1481	2296	1824	1940	1799	1535	1770		53428	66293	82118	92844	111116	163693	225472	289571	293106	286227	333220	351481	370557	377553	368160	438731	441990		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
3920	"Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, ..."	317	16	112	201	802	1449	726	2331	5113	1775	2496	2388	2015	2151	1945	1851	1789		80781	93662	120094	161428	188394	221702	300776	379290	271811	312169	411426	385397	408104	451046	410249	455809	477617		101430	141179	193852	263423	342920	409477	499504	562015	454264	627738	789809	835382	936861	1003972	922097	907137	998858	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	20	1	3	40	613	1368	534	1326	837	1656	2279	1386	10564	14109	2726	1937	1800		222835	249788	324214	553298	720357	936610	1297353	1525000	804850	865923	1313037	1318236	1237381	1259975	1072113	1172039	1201453		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	0	0	0	0	0	0	0	3	533	673	837	931	765	694	1093	1277	1810		4962	5940	8775	10805	12069	14872	18258	27110	26160	26067	31253	28358	35994	50782	57974	50180	58058		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
7302	"Railway or tramway track construction material of iron or steel, the following : rails, check-rails ..."	0	0	81	370	522	2999	383	436	1660	1925	2062	1398	2086	397	400	724	1835		50885	71753	90034	111360	151072	179003	208933	281070	223225	208028	289281	247032	242926	234661	188889	190402	143969		4882	5838	15433	22721	39753	27483	47878	103737	84501	112720	92468	79346	69222	36795	31374	53630	54681	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	670	746	816	1595	729	277	184	224	216	274	727	294	242	385	623	481	1847		26352	22492	29914	46244	47373	60429	69268	83132	73297	115280	155257	157930	166413	137011	81679	75260	118379		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	5	11	15	13	7	23	62	524	2733	3721	2785	1407	693	779	1596	2866	1916		5925	7686	7799	10374	11113	14701	15283	20264	19203	23218	28454	31515	34799	40364	32242	29921	32249		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
5601	"Wadding of textile materials and articles thereof; textile fibres with a length of <= 5 mm ..."	0	0	0	0	0	0	0	0	0	0	0	0	284	269	54	1283	1926		5877	3812	4614	6478	8170	6796	7924	16773	9259	10201	12460	9969	11271	13673	13688	13831	9957		17157	15620	23655	31499	54934	59003	63297	43236	57928	39695	25920	25091	30239	56824	50331	54526	56093	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	233	247	357	583	742	817	1026	1320	816	1365	2089	1689	2815	1463	2089	1738	1959		75406	84079	121664	147014	144494	146845	173617	209512	148821	177094	238998	223593	259319	254181	225050	229243	278058		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
3910	"Silicones in primary forms"	0	0	4	4	32	6	4	5	1	34	164	596	1233	1157	1198	2136	1989		779	875	1185	1399	2127	1435	4361	15381	15238	32342	40078	41505	45664	43801	39895	43372	41669		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
3923	"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other ..."	32	52	85	79	240	531	773	911	477	625	1055	1101	1148	2158	1819	1699	1989		133895	147487	202305	248598	283177	334780	415578	486390	385649	433701	541994	521684	556989	590601	521700	541816	562723		60506	88211	95982	123341	138253	171003	194208	203021	149794	172699	216826	196547	225224	245922	221179	268795	284205	
3002	"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ..."	132	155	363	301	850	908	1071	398	651	530	989	932	1276	1594	2312	1561	2075		14757	67615	24836	35192	37021	51241	85011	105632	158780	149405	202794	190203	223943	257525	212634	232246	214754		147179	160506	247106	329686	360295	427961	540852	698786	683602	828438	1139242	972409	1052351	1267887	1384170	1320145	1431163	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	84	687	228	391	750	703	17891	50546	5566	1448	976	423	939	819	1415	1066	2080		43398	49572	74651	112825	130943	169389	198396	262211	194377	202287	199917	162284	153629	150582	116916	143551	145278		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
2106	"Food preparations, n.e.s."	12	0	0	0	0	164	866	938	179	223	169	1695	2068	1681	1571	2409	2091		30577	70392	80614	102006	96083	119401	160613	201869	182194	203264	295414	280454	328078	336774	314008	318676	361391		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	0	21	17	5	5	1	129	362	365	807	1970	2435	2661	3106	2964	2546	2155		24414	28505	38165	56517	64465	74758	89970	107645	83330	99906	168002	140449	134358	128840	102251	100753	105618		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	67	4620	2788	1196	535	1789	2583	7047	3079	667	664	336	1164	2070	1999	2302		48889	53092	61355	75689	74115	94538	115386	138622	90500	165513	224433	173879	159052	168514	151183	152906	171410		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	114	133	384	572	749	1930	3445	3153	1751	2567	3809	3531	3445	3068	3056	2996	2311		36982	54769	73213	106926	99777	107792	135171	139559	119986	167567	194508	221167	213839	212418	309598	329454	398326		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
8515	"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ..."	57	80	28	15	107	230	465	852	573	986	963	1006	1008	1231	1531	1935	2313		28286	32801	42034	45325	53290	76075	97477	105771	61725	102115	113213	137050	132674	168641	140195	153017	177436		28805	37564	62548	133565	104702	174263	137704	152809	70554	107745	156503	160556	155757	169771	170287	172617	187682	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	1	8	26	23	25	47	1682	2303	1515	1579	3009	4013	7178	5155	1935	2073	2328		22900	23534	26659	34237	47352	52261	89980	116325	82938	91370	177855	194544	227841	244539	291409	360822	484795		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	7	19	54	140	540	454	506	832	3051	4660	1306	432	673	428	561	1384	2374		17912	16085	37434	71928	65384	82497	107806	144259	129772	131357	184252	161864	233056	242622	227217	264630	288900		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	5	125	371	337	416	1962	2729	558	827	1688	1598	2686	7909	3746	1028	1232	2555		87718	85389	154052	209945	214244	298057	387425	533364	383798	342260	426935	429780	443614	446252	376609	365795	417523		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	1142	718	1496	1690	1220	3625	3717	2696	2161	1407	2333	1009	1903	3068	2517	3064	2566		72113	91923	107352	134112	156564	172324	198989	214932	172714	192223	219275	233580	240242	276675	271302	302786	352417		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	89	130	221	310	0	43	37	44	94	115	114	533	657	2102	828	1671	2572		28451	52734	43488	50767	68848	83785	139559	174688	128457	119839	136083	118453	126385	129511	104405	115828	135724		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	8	4	9	119	25	46	111	96	85	219	237	199	395	1306	3306	2939	2664		8175	10047	23280	28533	31346	33157	37888	39906	42245	39722	50105	48815	57543	62828	61539	68715	80148		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	0	0	20	0	524	460	1884	356	98	279	96	1280	1032	6585	4600	2404	2830		26995	31781	16320	19143	19851	21775	27146	32590	32554	33862	35951	35842	47759	52480	56338	51458	54586		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
4911	"Printed matter, incl. printed pictures and photographs, n.e.s."	65	42	10	43	34	90	172	401	96	120	308	1019	1518	1349	1113	1268	2862		223125	276995	468529	527574	503792	552174	744441	948865	762467	674610	633235	586071	565652	669803	558666	664284	650295		23926	24918	31554	34800	46535	42566	50866	64719	45239	53283	70009	60672	63875	67469	49097	51285	53995	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	0	0	2	190	0	1	0	50	6	18	0	60	6	1529	2863		10726	13237	11072	12382	13869	22680	24301	38158	25370	21502	28998	34420	41437	58595	48617	161190	188972		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	116	47	335	1583	974	1053	1663	2240	1786	2024	2440	2916	2734	2397	2019	2273	2886		347130	294162	288100	459648	408062	411364	467025	520132	380763	582330	833774	718220	759844	758358	614539	559677	629447		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	0	168	140	1082	1641	818	641	766	373	437	556	382	1308	1186	301	3929	2930		35910	49678	87131	111839	123408	112016	136220	200168	119565	156564	238805	248289	239052	234234	226587	280925	325221		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	0	0	292	0	859	0	252	3222	500	1339	2932		5639	13222	24174	27303	16212	22365	18397	28002	19180	30508	51736	36007	32985	30782	18938	13005	21442		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	39	98	362	464	1592	3930	1579	1009	695	1027	1013	557	744	1309	3996	3388	2956		382938	583006	551887	723870	924754	1505370	1468546	1074713	926017	1226660	1874941	1603520	1535679	1964406	1447343	1208392	753376		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	143	402	893	1075	1105	852	1219	1589	1306	1224	5101	2437	8216	5158	3767	3550	3004		124503	141576	166296	193547	204526	234145	295300	318082	246008	272591	361269	345155	367142	374997	354471	384272	423283		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	55	108	0	131	236	360	284	80	103	498	882	853	531	1797	1793	2673	3017		23541	30285	37373	44141	32818	41421	49978	56373	55954	58736	62879	71755	73037	72984	64398	66936	67079		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	18	57	215	90	243	368	86	113	13	908	1357	1801	1623	1157	4322	2644	3044		42364	38760	49423	60171	61933	65869	71996	77142	63341	76076	93033	91779	100267	103490	90822	95377	101273		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	0	461	748	1400	1931	1218	1363	2783	2315	3622	3755	3367	3506	3089		841	1476	2340	1885	2490	2390	3843	4735	3461	4275	6047	5677	6603	6841	5399	6699	5784		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	27	197	217	63	402	280	1198	2598	170	483	678	4465	1567	344	1622	805	3197		133857	162944	222291	266127	193064	201766	227982	267847	216494	201308	256384	261761	282696	281949	259753	239645	274033		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	0	772	1332	2	0	1250	2179	5635	4933	18	1708	292	547	538	809	453	3215		44091	32874	44167	42319	51919	77488	88720	89593	81491	50826	80782	83452	87009	65017	66107	68354	57553		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	335	341	1064	602	1169	408	610	1251	218	2399	1011	2311	2098	2009	4234	5328	3264		69111	59979	62444	78003	113501	116627	172255	245141	133528	125622	99675	115026	114037	94168	80320	72230	58785		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	57	0	0	4547	2937	3217	99	202	531	400	6568	1285	1933	1580	5565	2646	3332		44154	53666	76373	91064	122988	153399	203023	241854	171336	157954	216373	213627	229259	229775	206180	210852	230244		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
7013	"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes ..."	156	291	212	203	487	1001	998	1053	488	1188	1153	1179	1982	2928	4432	4950	3361		224540	240624	295503	345959	340798	322314	380345	397642	200275	251682	297870	314345	331597	351782	303829	303191	337674		13509	17085	21366	34638	49760	73435	71942	78629	65808	85545	123005	75809	95999	77798	79732	85478	70408	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	0	0	0	0	56	130	99	176	372	612	687	952	2323	2574	2992	3757	3405		12436	11404	15635	20289	21753	23670	26717	23473	11719	13536	15457	16412	17717	18045	14198	13936	12765		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	10	275	102	127	313	126	152	344	195	24	33	166	145	336	376	1612	3417		45715	36490	36850	53208	78520	83349	93129	86106	52497	66113	76804	63825	62658	100748	140813	141933	160620		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
2309	"Preparations of a kind used in animal feeding"	0	1	0	0	93	206	436	394	339	678	1700	1472	1727	1472	1948	2791	3434		21703	24494	28506	43006	68554	80792	119176	175458	136246	174997	248569	252913	323755	385151	345720	383008	467653		23935	31817	38716	54561	61082	72707	87563	113479	90056	91206	118475	121297	131224	132021	135029	136430	146186	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	14	22	71	103	616	1780	1920	2467	1503	2193	3772	3181	3324	3735	4082	5788	3538		285583	291644	340594	414712	475883	539237	673682	766573	545502	561466	677239	653117	721677	800195	789741	906467	902781		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
9031	"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ..."	22	28	81	187	377	545	1740	1384	705	924	2041	2582	5103	3405	3552	3897	3549		51836	51096	61904	67028	64726	84659	104413	123847	114972	126003	179227	225230	265292	243375	259257	272235	322178		76209	71129	102454	149249	164689	182493	204740	307177	193641	210793	296682	344112	339764	369796	359324	325972	383885	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	25	8	28	38	68	53	3370	9409	1299	5057	3973	3799	6941	4274	3973	4736	3646		70617	82739	111935	163847	160698	248256	432551	433316	165865	178069	291515	298608	310592	320422	294729	324288	369169		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	0	0	1017	4484	7996	4223	4910	14004	2794	10789	3853	12528	15274	15306	22161	11005	3651		90599	98478	167723	293422	204238	264725	261044	425482	175161	225296	243255	213449	215622	239804	205398	186552	178124		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	5	2	4	9	18	19	179	326	1113	4609	4753	5884	6580	2839	2205	2800	3773		33746	42409	55623	84197	98027	106985	131872	155074	116817	142916	185050	191469	236009	257755	220676	227421	266940		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	1287	1896	1758	1257	2150	1206	3854	4208	1869	2123	4132	3579	3478	3160	1778	6533	3811		203273	173359	191879	348870	503868	618400	823321	846060	569104	628366	818911	733924	699456	725763	555156	426122	502273		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	2	10	4	25	46	100	293	222	98	5072	10740	8701	8005	7657	3358	2841	3871		15332	15757	28663	50211	58247	80067	98951	108897	101902	122645	160286	136225	139935	144540	132723	147763	168459		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	8	23	30	126	144	167	311	445	494	804	1879	1909	1207	1045	3187	5211	3963		82634	104262	113548	141274	200063	562319	879541	1026843	1013832	1373973	1777796	2006343	2369125	2645254	2473370	2546768	2377524		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
8455	"Metal-rolling mills and rolls therefor; parts of metal-rolling mills"	32	425	1797	3471	1736	1001	3679	7329	4396	3896	3759	3508	1222	1316	486	1454	3989		30760	31631	40226	45903	42151	49971	57096	74052	60073	53814	97742	67247	57383	57751	52171	55010	54472		38093	18714	35860	75952	85327	142035	301986	155965	461904	174992	345303	191614	260687	190480	133081	255642	115376	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	7	69	576	2711	3574	3792	5301	3229	1617	3396	4564	5129	4120	2712	3409	2801	4067		4931	45536	168088	330699	328123	372726	426349	393522	246454	260791	314127	304717	330375	332932	325745	363777	392996		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	3	17	49	183	170	576	4297	6046	7988	15932	18246	9096	6718	6173	3838	3829	4154		447018	273436	315360	319176	255267	332773	440702	521788	532797	620332	734987	701003	744199	650078	608536	700047	847324		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
4002	"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; ..."	0	1	0	0	122	8	0	154	338	200	25	331	47	506	1601	2053	4234		50246	44292	57241	24263	58485	34201	58174	161185	107501	158642	309098	399212	331027	301476	201191	223796	334079		73365	105048	138411	174741	251385	323673	396767	541736	363025	577150	915653	780112	691232	630529	524039	475098	634471	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	87	34	119	339	0	46	39	3819	1378	2394	279	2932	3338	4339	3502	3747	4240		176605	280901	296085	349270	429373	501759	622810	734888	679928	669870	602992	524330	527906	500513	414393	439320	476672		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
5603	"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s."	951	3490	5577	5623	9663	3540	2314	777	3486	7156	10621	9339	5206	7053	7823	3299	4373		60348	67585	88533	112973	160534	195221	234391	281956	234664	277834	413040	366892	382851	434885	345146	347823	381848		52322	76887	107263	143133	163282	182622	244004	298339	267582	313933	313550	236415	268295	269992	258721	192737	219157	
3904	"Polymers of vinyl chloride or of other halogenated olefins, in primary forms"	747	283	5269	14014	21599	11466	16013	7184	4468	17873	31474	11243	17757	17219	8637	5573	4388		55199	28316	54748	93232	99928	109152	155668	154871	109007	118644	127385	110071	110533	134619	96454	65663	87548		133601	191847	267526	460939	570347	656451	842116	903835	604853	859942	1068273	917980	1116508	1021656	816485	705396	903420	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	1272	5288	4173	7228	3597	4705	10831	3539	1308	3470	1651	3764	873	5297	6773	2669	4568		42020	54778	57165	75814	64538	97515	132269	59148	33873	49537	52163	42431	44562	43426	25461	19862	44777		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	181	192	495	1409	2029	3025	3817	3095	3035	3116	4378	4099	5243	4592	4246	3267	4594		52479	81536	101430	115175	130929	158935	194936	222474	141396	169519	213749	183837	219157	219476	189597	193400	223074		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	127	314	353	639	1086	877	1160	2498	1348	4560	6415	4305	5531	5053	5757	5142	4854		376429	403833	565012	776703	905367	1034149	1345474	1608797	954332	1123830	1602106	1507812	1661558	1792598	1535718	1587253	1764527		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	2542	3210	492	747	735	1692	1401	5397	7439	1906	4059	2918	13708	8514	6590	8187	4915		182720	191531	280750	369220	372460	411134	495434	660670	508078	655848	804807	799249	1056731	1204785	942580	887590	998451		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
9026	"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ..."	286	277	235	498	735	1349	2527	5078	6207	8333	6369	3647	5149	6424	6046	6178	4950		23555	31926	68126	96570	140626	168032	224833	238521	182276	201728	249106	225156	249254	252589	213660	290644	280791		30008	37466	48030	59021	78378	89677	113644	133734	108907	135864	182210	182780	208285	211556	226267	235352	247148	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	571	1058	1535	1844	1674	1937	2358	2878	1391	4091	3030	2091	2420	4345	2987	4857	5223		121779	148117	199198	197390	194774	211303	305768	236727	126489	197240	272781	199611	232063	242546	188267	218358	225444		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
