Product code	Product label	Turkey's imports from Malaysia-Value in 2001	Turkey's imports from Malaysia-Value in 2002	Turkey's imports from Malaysia-Value in 2003	Turkey's imports from Malaysia-Value in 2004	Turkey's imports from Malaysia-Value in 2005	Turkey's imports from Malaysia-Value in 2006	Turkey's imports from Malaysia-Value in 2007	Turkey's imports from Malaysia-Value in 2008	Turkey's imports from Malaysia-Value in 2009	Turkey's imports from Malaysia-Value in 2010	Turkey's imports from Malaysia-Value in 2011	Turkey's imports from Malaysia-Value in 2012	Turkey's imports from Malaysia-Value in 2013	Turkey's imports from Malaysia-Value in 2014	Turkey's imports from Malaysia-Value in 2015	Turkey's imports from Malaysia-Value in 2016	Turkey's imports from Malaysia-Value in 2017	Malaysia's exports to world- 	Malaysia's exports to world-Value in 2001	Malaysia's exports to world-Value in 2002	Malaysia's exports to world-Value in 2003	Malaysia's exports to world-Value in 2004	Malaysia's exports to world-Value in 2005	Malaysia's exports to world-Value in 2006	Malaysia's exports to world-Value in 2007	Malaysia's exports to world-Value in 2008	Malaysia's exports to world-Value in 2009	Malaysia's exports to world-Value in 2010	Malaysia's exports to world-Value in 2011	Malaysia's exports to world-Value in 2012	Malaysia's exports to world-Value in 2013	Malaysia's exports to world-Value in 2014	Malaysia's exports to world-Value in 2015	Malaysia's exports to world-Value in 2016	Malaysia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	16	33	62	79	0	6	40	85	105	209	133	442	273	159	187	195	509		38622	41577	51777	54894	59927	69712	79381	99491	85703	96457	101936	96750	72156	68587	61549	51627	56348		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	5	0	191	341	628	730	1136	931	700	993	627	553	604	608	521	852	512		11963	12466	19589	27230	22906	26013	33704	46474	41086	51774	45301	34078	31593	28590	27643	25486	19891		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
4014	"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ..."	44	51	365	87	351	93	39	99	294	404	221	327	367	432	171	456	517		26229	35623	39290	43238	46511	54409	62409	85365	81129	109774	113519	130104	132442	116522	129907	113044	120323		4140	5192	8891	8475	9368	11660	11245	13241	9613	10867	11890	12778	13683	12901	12138	11532	12501	
8544	"Insulated "incl. enamelled or anodised" wire, cable "incl. coaxial cable" and other insulated ..."	36	82	47	608	376	164	176	275	351	341	552	580	1282	608	5875	14076	520		304274	338382	318146	451906	511796	675218	773507	805479	655159	868087	964373	983285	912522	875436	766844	668710	771843		89461	142440	150109	233984	289949	417597	535061	579367	449050	545269	661226	622917	698771	753778	761551	868276	910837	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	211	263	1445	365	34	2485	33	153	840	344	275	146	9	3049	137	167	525		67334	69403	81457	112687	129042	143044	145619	161825	149021	190964	155552	178840	145454	131590	108444	114386	100043		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
3306	"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ..."	0	0	0	0	0	0	52	3	60	21	67	178	608	481	1490	1137	549		4754	4833	6238	5870	5749	7251	7974	13523	15157	16239	20459	30778	34551	33321	36679	35398	35827		12279	12520	16112	19921	24429	32447	46033	47500	62293	69548	69587	70077	84288	104850	107173	98368	86880	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	119	198	135	503	311	392	273	61	81	23	33	74	39	41	58	36	550		25722	31100	40313	54973	65084	57015	31069	29352	29804	28600	22712	29747	38074	41024	33672	35737	41272		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
5209	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²"	0	39	0	0	0	63	0	0	0	0	9	0	3	0	0	0	561		34219	26524	20465	28489	21910	17264	8911	7649	3150	3568	4949	3934	3813	9559	6957	2660	2190		238927	410138	381705	448364	429063	332781	348335	286121	268374	354825	447339	276779	299892	282893	256857	271925	352275	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	21	4	284	1088	647	539	1061	2134	1245	329	3328	1868	911	921	807	921	564		284132	270855	325281	467998	458001	539489	607116	585568	575505	714295	670186	853197	950078	1079746	1022075	921827	1088410		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	700	1291	1162	2364	1572	592	770	1384	1925	1860	1369	562	522	433	415	117	569		51528	43035	39006	45856	44476	51072	44803	35900	24368	34957	43587	42797	44099	44354	36747	42226	41339		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	399	4457	9258	16498	10196	1595	638	375	379	366	495	273	144	38	20	366	570		30704	31333	44862	79853	52262	64935	49115	53351	48101	90311	72909	48245	50275	49143	49854	44511	40252		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	0	0	3	44	0	165	297	77	1112	235	222	390	571	572	432	481	590		16915	20676	24026	32817	34850	40656	44892	51144	55775	73543	82766	73194	81863	99128	108820	114663	117925		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	124	318	311	412	442	385	1210	484	1596	547	750	258	519	590	572	1111	604		67773	62094	70551	83544	92463	105132	114881	136757	114987	145347	169082	165056	184429	211846	183657	193384	207590		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	0	0	0	0	0	0	31	8	0	0	0	21	18	219	250	659	609		101	56	3	62	327	498	1698	5525	57004	96282	34242	56843	58144	83335	103262	96885	94233		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
0712	"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"	0	0	0	0	0	0	0	0	0	0	51	217	659	626	2342	2851	609		2462	3749	841	1284	1254	2323	2469	3427	4362	3665	4076	5764	6799	5921	13072	78828	68194		1920	2555	5208	5171	4602	8140	9960	10523	7649	10245	10342	11548	12581	14088	18210	17331	20140	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	0	5	4	4	3	4	11	23	64	0	41	2	36	11	53	54	614		9098	16682	11916	15009	15428	16703	17713	40758	26299	43961	55818	68912	50772	68689	63931	57149	90930		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	0	0	0	221	18	0	0	0	0	0	0	35	26	642		17850	3807	431	1802	4037	2333	2901	3533	2319	5021	10402	11788	16985	17979	11275	4389	3710		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	32	75	416	1204	317	1065	595	744	388	587	549	343	911	966	995	711	649		67857	76170	136252	211030	215179	239452	262897	205092	193399	309426	245920	277306	317147	338086	356132	312346	313093		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	2	0	10	23	89	224	504	1985	236	247	325	292	484	699	626	554	659		121604	97114	96788	113768	125915	151160	145067	146613	115043	129870	172402	174513	179550	187990	160867	134826	128172		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	0	0	0	0	0	0	0	0	0	0	3780	57	65	165	79	661		6687	6654	7823	6077	10321	6405	17434	16334	19232	11782	62800	81908	61942	80578	72385	77756	81466		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8519	"Sound recording or sound reproducing apparatus"	284	556	2070	1285	454	289	930	270	629	903	939	775	1322	1893	1452	1277	664		744611	397017	382380	331545	558466	540550	275938	64609	119938	130436	107940	129690	149601	155605	89018	90656	110559		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	0	0	0	27	0	0	45	217	0	0	0	0	46	14	0	493	665		97451	99601	121727	142750	182255	195498	228879	300109	302343	349927	423812	446751	469852	538870	579394	657402	656516		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	355	874	2217	2509	3918	3055	3805	2523	1325	2348	3078	1380	988	1579	58	1408	667		40468	41706	43938	48953	52552	60017	63319	69947	53923	58619	87401	66512	79885	74648	68448	63279	53531		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
3906	"Acrylic polymers, in primary forms"	0	5	0	0	0	126	0	0	0	10	0	0	1	32	507	354	669		12912	15569	20194	24131	27340	27810	34344	45888	47228	45407	55310	132997	192118	219288	185635	197191	270591		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
3212	"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ..."	17	25	58	255	194	935	1115	684	466	453	1497	1998	2439	537	998	1012	676		18882	17436	20975	25639	29513	28873	38429	48076	46851	54364	62692	63152	66710	67160	72369	73358	74779		9840	14060	20151	27809	30183	43124	59331	55509	39721	48147	55058	52523	55123	53294	46986	45165	53931	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	0	204	0	0	0	0	11	22	0	0	0	1	0	0	702		2474	2370	2488	2301	2099	2584	1970	2702	3859	5081	2883	4308	4995	3772	5589	5722	4676		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	0	25	0	0	0	121	730	813	471	367	540	871	1087	1030	889	1071	725		53590	49719	64310	72263	98008	107159	130702	165110	171043	147875	200508	235944	170949	136307	95104	79861	88948		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
7113	"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ..."	0	0	0	0	0	196	488	93	10	5	16	0	54	31	44	158	738		462615	338868	412749	752088	944255	991974	1381544	1313508	1271328	1554601	1795249	1925156	2203736	1872862	1669367	1387621	1332219		58185	77619	106145	160901	203274	266628	416074	491549	264257	352597	425847	510604	725068	658639	409124	404713	556026	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	0	0	64	41	175	191	295	907	423	1547	3739	2175	2332	2455	689	1254	739		40008	36036	51980	46036	41215	98437	174113	252593	242974	307414	397711	352399	371505	461306	422852	480159	496315		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	754		94559	42304	37944	18885	15602	16751	26890	16985	22855	16094	14007	7381	11737	10327	6484	8519	5866		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	5	0	3	0	2	0	11	56	83	16	63	118	213	256	270	768		651	1344	2282	3727	3517	3868	5456	6347	5690	9853	12750	12201	13044	13011	14705	14985	19114		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	13	38	82	149	220	525	1141	678	365	292	1035	911	1779	1722	1344	2352	781		30559	28728	44536	66053	91556	100197	119327	143000	146027	159400	197638	236508	159912	196694	157491	111503	123587		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	800		27910	20395	26524	39791	34609	58754	47008	69021	42772	40381	31626	28260	32752	19936	18396	4206	15700		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
4911	"Printed matter, incl. printed pictures and photographs, n.e.s."	11	15	16	18	44	58	26	27	58	34	131	493	597	952	790	605	827		7687	9267	8972	9487	15284	18322	21769	22416	19954	22865	36607	44931	39208	39633	32962	29464	63425		23926	24918	31554	34800	46535	42566	50866	64719	45239	53283	70009	60672	63875	67469	49097	51285	53995	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	0	1107	0	0	6	2	1071	1308	424	843	1215	1059	1331	1287	1912	1288	839		17195	42440	40186	36030	47781	40145	31818	21897	32376	59837	132606	246262	264261	231476	262119	255060	131710		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	364	765	2051	3670	3196	2985	915	422	187	246	717	660	789	1091	1105	872	852		609847	583091	529893	715442	638622	689633	651028	587415	480914	709252	682114	656032	704871	827515	795289	802799	866634		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	34	50	19	2	103	0	212	116	381	689	265	385	498	613	805	854		7889	11041	25095	28786	52540	360331	470400	714282	716722	1139803	1393841	1850673	1433550	942565	425904	58200	51284		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	2	1	76	2773	2861	5169	10761	7365	3968	13742	16698	1915	1800	1664	1553	1146	859		22314	17982	20863	27237	26174	32553	41711	27845	24829	27825	20329	16051	16143	19806	17362	14039	17025		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	1	0	0	27	1	0	0	0	3	3	4	233	2714	443	433	166	900		31555	34233	50476	72059	102605	117278	134647	134795	102913	137081	162151	156743	155290	153475	137880	135022	163149		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	5	0	2	116	97	9	15	100	32	212	967	573	389	183	383	869	900		34505	27074	169204	92724	151661	170367	197083	129667	85436	120813	131232	122155	182614	168841	206944	171139	206688		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	0	0	0	0	0	0	0	0	0	0	0	24	8	118	772	371	936		237001	238298	266116	416703	377184	444132	395866	279057	150492	311962	268399	208243	271978	246590	245417	285865	327860		18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	0	0	0	0	0	56	39	0	0	0	0	0	0	100	447	508	944		6061	6767	6287	7788	7666	9328	9850	13791	21433	25162	28282	34734	30521	35168	37556	58591	53192		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
9507	"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ..."	0	4	0	0	15	33	60	91	132	176	509	288	519	1137	499	761	954		42298	41349	35860	48418	59170	66160	109365	85170	70004	87256	102719	115846	114263	133759	119010	121386	128751		2795	2657	4167	6945	6370	7324	8103	10423	7014	12746	15280	14883	14896	17992	18254	16523	17324	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	0	0	0	0	0	39	0	276	0	190	484	461	521	1175	103	269	983		5356	5624	5947	5287	6658	6499	9499	10573	9977	12464	19649	19366	15250	13127	14396	15417	26021		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
8001	"Unwrought tin"	40	0	0	212	1238	961	350	1389	0	7956	3825	5811	7688	0	477	3782	1004		130147	121997	87525	278219	276286	189462	294061	592436	348400	716564	1132514	847664	822645	798790	621525	496101	537186		6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	21	22	21	46	57	43	116	44	158	229	361	502	659	895	894	1119	1018		211794	222644	246955	301723	379404	500894	555981	513399	398055	581904	630572	740693	733217	671820	622502	557536	620569		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
6104	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	22	1	16	85	388	317	1056	1944	329	296	312	350	367	392	140	4042	1046		85451	91442	93171	86968	73801	75155	85691	102619	76180	68560	69478	64009	62505	76650	64281	58662	59035		4602	9663	9651	21391	12532	20891	38754	57793	57419	77604	76755	68352	72559	86825	85613	81051	77559	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	18	25	23	31	33	54	6	0	92	189	111	98	2	321	587	789	1095		3455	3580	2142	6737	13451	15449	22651	23254	11724	10447	35522	44973	54281	48059	41127	35613	40618		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	5522	3224	3751	5671	7504	6772	8904	6483	4588	6183	7832	6834	7320	4224	2748	1749	1120		2256264	1466717	1551056	1806332	1957736	1916102	1926762	1993143	1496244	1740032	1523016	1429404	1178973	1081572	792602	673798	720306		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	795	1694	1097	1567	896	2934	2481	2357	1139	747	1265	618	467	386	1135	1228	1121		1069844	859586	784479	1009221	871869	643297	507557	980412	803805	869412	846622	530273	456444	301080	251905	235190	204867		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	9	18	1	16	4	39	100	206	69	1656	1413	24	42	172	30	68	1275		30732	32028	38145	61957	52113	38436	60119	92289	133901	135420	165111	148793	130747	108694	81748	67712	65855		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	1361		1215	411	387	278	283	415	327	505	735	460	476	613	380	444	1077	387	862		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	209	1423		0	14	47	77	3	659	1660	50	187	681	345	1157	662	34	103	2849	2519		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	0	131	11	58	1	22	10	12	150	939	232	912	1856	3391	927	2440	1483		37745	44606	105720	153882	146464	135526	263907	377092	425057	400813	473220	513776	664393	708264	1091291	906568	661633		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
4011	"New pneumatic tyres, of rubber"	79	0	125	661	2439	2272	2081	2091	559	1754	1324	2118	824	1961	548	951	1491		62971	63800	79570	101967	107398	125688	228781	221498	112897	159631	210939	208411	216284	284063	271747	251090	289692		93720	146993	233855	323570	328314	436808	532115	601342	444979	611771	833015	940004	1027562	936361	824499	917323	937456	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	0	0	0	0	0	115	758	852	993	2019	1216	1315	2162	1948	2722	1538	1497		42643	42982	43568	62910	101612	124611	131453	189167	173915	211754	174667	199543	210026	194886	146829	113465	135803		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	10	11	104	71	294	1259	2046	1459	615	349	774	889	695	504	452	388	1599		70406	65433	80051	90673	96856	103729	103496	118769	85942	120641	136792	153959	154139	149502	130653	110658	109106		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	11	19	18	145	89	66	178	140	251	114	154	109	83	114	159	142	1602		22521	16873	15914	19070	27611	30902	38119	49890	38625	43768	50896	64124	61421	57783	60841	60705	50979		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
8501	"Electric motors and generators (excluding generating sets)"	4	43	409	271	100	579	465	515	488	685	1594	2333	1848	2388	2637	2888	1647		320776	362981	301296	217901	265595	253776	201681	195241	138419	178631	171556	158803	133691	150330	141793	138149	145730		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	10	141	54	869	894	1865	1769	3268	568	1516	405	936	734	1994	1285	1727	1664		39458	44113	58864	80435	96504	117848	142033	155344	101422	143892	165767	158827	162696	176765	195114	187119	204584		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
1805	"Cocoa powder, not containing added sugar or other sweetening matter"	168	465	848	1893	1693	4896	6636	5954	2538	4451	12172	4007	9802	3620	2165	1240	1688		29326	49857	63430	107680	86018	77463	127635	180322	161234	340446	475229	453438	372863	269010	243971	297850	269231		5133	10983	20024	21496	13292	14111	19526	20460	26480	45856	71773	58329	64021	50481	49245	45678	57727	
2930	"Organo-sulphur compounds"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	229	1558	1705		5258	2786	1479	1827	1198	1180	1566	5453	3276	8263	6714	4197	5782	7144	269739	241384	255490		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	299	389	643	1087	805	551	772	1044	946	2082	1227	2526	2933	4317	3895	2407	1708		110582	120138	141228	199523	185102	182172	235149	353475	275246	344119	387994	492069	479252	564101	511122	403067	389577		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	18	46	84	98	212	443	541	141	517	851	1022	1695	1771	2590	1670	1602	1725		27069	34849	37587	48614	67506	72734	80661	128099	91406	133825	148232	183085	193233	207655	171297	184002	203372		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	0	4	8	0	33	0	0	0	220	93	0	0	0	41	1824		3684	4015	4990	6372	5087	7692	12281	10225	11378	14736	14667	16073	13629	15001	17799	21367	45696		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
3923	"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other ..."	1049	882	483	354	236	186	59	64	94	71	341	454	839	654	404	238	1855		386587	413568	458957	582196	687372	814992	988113	1113265	825035	1027418	1128486	1124389	1169648	1218589	1091369	990055	1018321		60506	88211	95982	123341	138253	171003	194208	203021	149794	172699	216826	196547	225224	245922	221179	268795	284205	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	1193	1399	3951	3983	5057	11090	7487	5854	7976	3418	1538	1092	1582	2585	2293	2976	2012		8753126	8402694	6034024	8604351	8728762	11101618	11125148	11032632	9240777	10787363	6318720	5490308	5424741	4492961	3820888	3112634	2647716		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	749	897	2001	1913	1864	2717	2092	2150	770	898	1929	1279	1367	1342	2112	2000	2039		506799	556865	589982	524188	613279	627529	650537	672643	438024	429823	483047	669801	761397	892895	806597	887241	1029447		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
3404	"Artificial waxes and prepared waxes"	449	457	559	1652	1460	1642	2452	3107	3304	3435	3887	3142	2745	3066	2125	2098	2067		29184	40667	55383	62876	51851	55462	64648	74072	67017	62472	66412	61301	62453	61713	37846	36352	54553		15633	15306	18382	22545	26269	29619	36156	40729	31784	41214	53578	51845	56844	65920	59304	59290	76081	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	1	79	586	3381	628	840	4705	5687	1092	185	144	337	228	481	153	71	2086		8134	7170	7460	12810	9291	8569	12777	19078	17310	17166	29910	19126	9638	8823	7982	3738	4960		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	458	659	374	901	1097	2152	2335	3043	1920	2844	2970	2423	2095	2690	2630	1869	2115		574451	463228	425333	496741	448280	513237	550775	538507	422418	643091	616920	861314	880907	822883	720067	692894	734172		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
