Product code	Product label	Turkey's imports from United Arab Emirates-Value in 2001	Turkey's imports from United Arab Emirates-Value in 2002	Turkey's imports from United Arab Emirates-Value in 2003	Turkey's imports from United Arab Emirates-Value in 2004	Turkey's imports from United Arab Emirates-Value in 2005	Turkey's imports from United Arab Emirates-Value in 2006	Turkey's imports from United Arab Emirates-Value in 2007	Turkey's imports from United Arab Emirates-Value in 2008	Turkey's imports from United Arab Emirates-Value in 2009	Turkey's imports from United Arab Emirates-Value in 2010	Turkey's imports from United Arab Emirates-Value in 2011	Turkey's imports from United Arab Emirates-Value in 2012	Turkey's imports from United Arab Emirates-Value in 2013	Turkey's imports from United Arab Emirates-Value in 2014	Turkey's imports from United Arab Emirates-Value in 2015	Turkey's imports from United Arab Emirates-Value in 2016	Turkey's imports from United Arab Emirates-Value in 2017	United Arab Emirates's exports to world- 	United Arab Emirates's exports to world-Value in 2001	United Arab Emirates's exports to world-Value in 2002	United Arab Emirates's exports to world-Value in 2003	United Arab Emirates's exports to world-Value in 2004	United Arab Emirates's exports to world-Value in 2005	United Arab Emirates's exports to world-Value in 2006	United Arab Emirates's exports to world-Value in 2007	United Arab Emirates's exports to world-Value in 2008	United Arab Emirates's exports to world-Value in 2009	United Arab Emirates's exports to world-Value in 2010	United Arab Emirates's exports to world-Value in 2011	United Arab Emirates's exports to world-Value in 2012	United Arab Emirates's exports to world-Value in 2013	United Arab Emirates's exports to world-Value in 2014	United Arab Emirates's exports to world-Value in 2015	United Arab Emirates's exports to world-Value in 2016	United Arab Emirates's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1						1569		2628	2244				2411	4360	4828	3446	2139	1597		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	0	0	2	1	0	9	0	2	16	0	2	3	1	7	4	6	1						109963		118250	125611				212068	259911	308449	104945	106139	39662		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	0	0	6	0	3	0	161	125	64	20	55	55	40	4	3	7	1						5690		9278	12324				32258	28603	32629	13774	12804	12705		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	1	0	163	2	74	0	1	0	0	0	0	23	0	6	24	4	1						24653		33412	37498				88586	95804	112501	43055	40275	24103		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	0	10	6	2	0	3	33	47	0	6	28	3	381	67	0	21	1						13423		19202	20738				89349	57106	57607	64594	58980	80439		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
8503	"Parts suitable for use solely or principally with electric motors and generators, electric ..."	1	0	0	0	0	0	0	0	0	0	0	7	0	87	0	0	1						5522		9960	11324				68181	37757	43832	11966	9008	12219		58524	63682	30798	47500	49395	50901	64491	57144	180828	190179	220516	304995	142592	206626	225768	118268	82371	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1						405		329	590				946	718	1516	711	444	331		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	0	0	0	0	1	2	0	0	0	0	0	2	0	0	7	0	1						3335		3494	2691				8776	9658	15967	7191	6043	1501		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	0	0	13	3	31	9	15	8	8	2	41	217	56	34	169	305	1						8160		8326	17123				32852	18346	35171	9924	9231	4862		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
3004	"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put ..."	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	1						53059		78919	80238				593531	775695	785735	343879	384555	420114		814187	1128723	1579342	2146260	2235372	2344586	2684062	3354230	3124980	3292926	3240021	2738872	2822853	2875248	2642577	2610787	2717837	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	1						1267		1417	691				2521	3835	4003	1074	1457	375		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	202	205	41	94	24	6	7	1	5	28	1	1	4	7	0	0	1						580051		806496	883505				1080482	838333	930743	405589	287867	86604		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8208	"Knives and cutting blades, of base metal, for machines or for mechanical appliances"	0	0	0	0	0	0	0	1	8	4	1	0	20	0	4	0	1						826		875	1449				3145	2825	4092	3531	2544	2121		10609	13790	18606	22359	23748	32638	36147	39868	30401	37170	46838	49023	50152	50566	45120	44420	45506	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	4	1						32386		30583	24668				31103	23601	34581	16250	13002	1545		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
4421	"Other articles of wood, n.e.s."	0	0	0	1	1	1	1	0	0	0	8	5	51	5	16	0	1						2768		4266	15882				11291	20569	52805	32533	15415	2994		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	139	2358	4204	9002	8145	2536	2965	2828	6530	5537	6632	4474	1457	1058	477	674	1						51677		64001	57016				101831	148789	85622	48688	46203	5543		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1						43484		60756	82566				108832	78995	58927	43562	77549	13960		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
7419	"Other articles of copper, n.e.s."	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1						960		6397	5828				9697	10059	24527	4464	20388	6192		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
8206	"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale"	9	0	2	0	0	0	0	4	0	1	0	0	0	0	1	1	2						885		3050	1942				5489	9562	10401	8462	8933	1717		2386	2216	1715	1821	2058	1570	2451	4263	1525	2951	6063	4949	13506	9189	6527	4974	5958	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	1	0	0	0	0	0	35	8	0	0	0	2	0	0	0	0	2						17165		34757	32705				49557	39502	49318	17170	25643	31643		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	0	0	0	0	4	0	0	0	0	3	4	0	4	0	0	0	2						20001		4431	5101				13460	9494	17579	15805	7323	3291		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2						565		468	1305				4075	1767	2549	813	712	810		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2						23164		34360	40376				36582	44066	50776	21699	23249	3349		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	11	0	0	3	0	0	2	0	0	0	8	2	1	57	24	3	2						1016		1618	6465				11504	13398	14176	4250	4796	4731		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
7117	"Imitation jewellery"	1	21	9	5	3	35	23	142	7	6	41	26	16	10	11	19	2						13154		12195	14178				38309	36974	47059	14840	15518	15803		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	1	0	4	26	35	2	1	0	19	29	3	0	0	1	2						19558		3711	12380				18894	22568	19309	17260	18550	4861		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	0	0	0	1	0	0	0	0	2	0	1	0	2	0	1	0	2						4492		10455	16502				33224	43493	31415	28089	31027	27710		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	0	0	0	0	5	2	30	186	4	1	8	1	0	37	45	0	2						201440		255150	254326				1656598	1736218	1752360	360165	355681	81870		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2						385		1890	2408				41834	41803	42094	7176	16739	8139		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	2						467		930	400				8173	8260	13757	7424	3409	1543		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	0	0	0	4	0	0	0	0	0	0	0	0	25	3	0	0	2						16631		43544	45212				101967	295923	71138	56786	48964	33899		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
8542	"Electronic integrated circuits; parts thereof"	329	561	162	135	567	415	35	0	0	23	0	1	1	34	5	1	2						150182		57910	55026				569267	523825	517211	82114	52297	63804		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2						1397		995	1108				4528	6049	6632	1569	2279	2534		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	0	0	0	0	0	0	50	0	1	373	367	3	29	128	34	12	2						41029		44040	56234				109752	137966	146325	145087	137639	183073		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2						6022		2775	4006				3377	2776	2310	2791	2785	597		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	1	11	14	7	158	104	14	123	4	26	227	32	18	18	12	3	2						69415		98990	97388				213937	300437	314302	128246	120823	27102		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	1	0	0	0	0	0	86	418	122	304	0	0	0	0	0	45	2						5853		5684	6726				28481	36281	45950	17030	17084	6093		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	0	0	0	8	0	0	0	0	0	0	0	2	4	1	3						3543		6828	8369				16366	15531	19301	10838	8032	13208		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	0	3	5	0	3	1	0	5	5	5	6	4	5	3						3080		4048	5660				15311	11913	24640	16174	14164	10735		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	2	0	0	23	34	0	0	0	0	0	0	0	0	0	3						48606		19846	13404				36576	34490	64532	16623	8691	5102		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	0	0	0	1	0	15	3	0	3	0	0	1	0	0	1	3						15844		31495	43648				49596	83731	115608	91289	63423	18412		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	0	0	0	0	0	0	132	0	0	0	0	0	58	10	6	1	3						811		955	786				3005	2827	3857	2652	1979	8560		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
2106	"Food preparations, n.e.s."	0	35	61	0	0	0	0	44	0	0	0	1	0	20	0	0	3						112052		92067	112287				281464	403837	347999	496184	456360	82014		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	3	1	2	0	48	68	62	6	41	47	11	102	4	24	7	44	3						41224		40823	37242				48226	58130	64641	39885	37684	43016		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	1	2	7	2	0	0	6	4	6	2	12	0	4	12	12	13	3						42675		68750	50898				238525	227191	320396	104153	118941	26089		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
8205	"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ..."	13	0	4	190	9	2	16	1	0	5	2	0	6	54	1	18	3						53715		45748	59881				81434	96426	98986	89080	67425	6990		9721	9159	10575	16446	20815	27705	33942	38854	27412	40903	58931	48101	52221	58520	52019	34928	35566	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	1	0	4	3	69	0	2	0	6	10	3	7	12	0	5	0	3						29138		18672	29183				75018	100229	89314	32136	20835	23254		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	2	0	3	1	7	7	15	9	8	3	5	1	2	0	4	1	3						1035		774	679				1208	1506	1715	1381	1005	1002		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	8	18	43	22	1025	81	106	226	1547	3	10	19	4	133	1051	372	3						37139		62886	91295				376357	418953	435574	125351	100184	147187		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
3910	"Silicones in primary forms"	1	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3						1520		2068	6691				18330	15685	13772	6170	4058	2450		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	1	0	0	0	0	0	0	0	0	0	0	1	1	5	1	0	3						1922		1926	1736				3177	5233	4777	3255	1341	3185		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
6903	"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ..."	0	0	0	0	0	0	0	0	0	0	1	25	0	0	18	0	4						228		347	1049				1278	1122	2680	1072	1849	2946		17619	22228	26329	30167	30355	36886	52584	47839	36889	50308	58033	57021	56850	63567	49801	45872	58888	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	1	1	0	0	0	0	2	49	30	2	13	38	13	0	36	8	4						8708		17764	13288				53656	93417	117622	48456	79603	27979		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	0	0	5	0	0	0	2	0	0	3	0	9	0	10	1	0	4						2130		2372	4700				14798	13507	24668	31937	33816	3509		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	0	0	0	0	0	1	0	0	0	3	2	2	1	0	4	4	4						31799		15039	11046				88896	100752	87870	97047	116121	14664		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	4	0	3	5	1	1	4						213		790	4949				3207	2148	2631	2115	3543	557		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	0	0	0	0	0	1	0	0	46	2	0	112	47	61	10	30	4						19916		15965	22872				232203	202361	223857	18617	19941	10403		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
8476	"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4						555		1273	601				896	1296	6166	726	960	312		3394	1237	1161	4154	6531	6444	11621	14585	8338	9908	9669	8065	9645	7572	6837	7207	9015	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	1	1	6	4	1	4	2	10	3	2	8	8	3	10	13	8	4						24997		32115	45618				107706	115807	129079	113802	100694	61227		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	0	0	0	0	0	26	0	10	0	0	0	0	0	0	1	7	4						25357		37159	34082				37669	18278	26184	28696	24761	856		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	2	1	13	3	11	32	140	1117	1298	70	22	44	38	3	60	0	4						43941		45625	40277				132545	121269	82356	35860	31214	14500		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
6109	"T-shirts, singlets and other vests, knitted or crocheted"	1	7	6	441	177	62	151	112	45	80	82	61	46	110	138	14	5						63210		110372	155918				281485	531575	484710	374539	353307	52976		15225	21004	32758	46098	53011	76634	101865	145938	133296	166159	194208	127569	168520	186262	163657	166827	159260	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	0	72	0	0	0	0	0	0	0	0	164	0	0	0	15	5						20364		27046	42387				8445	33490	53265	58085	37791	14251		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	0	0	0	2	0	12	4	11	5	2	1	14	2	17	1	0	5						20168		36098	36577				65736	63597	70080	37272	22897	15495		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	5						24486		36219	34980				15131	22224	17101	14531	14965	2932		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
7616	"Articles of aluminium, n.e.s."	1	0	5	0	1	2	0	2	5	7	12	7	3	21	6	4	5						7915		21571	21164				55295	40942	48935	41491	29943	27736		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	0	0	3	0	0	0	1	4	1	3	0	5	1	18	22	0	5						3758		2361	5580				14168	14038	13414	7947	4989	8630		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	2	1	4	0	0	10	3	2	1	0	1	1	0	0	2	7	5						14527		11296	8996				12875	10095	10460	7333	5914	4406		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
6110	"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excluding ..."	5	3	32	12	10	29	10	16	78	9	21	75	20	24	17	15	5						13215		10587	14381				71864	87773	87474	23794	20522	8195		35036	34540	54079	81762	108293	159274	218929	297787	320188	414367	399973	276508	323646	312062	233485	195680	184017	
3925	"Builders' ware of plastics, n.e.s."	0	150	0	1	14	11	0	0	13	0	0	1	0	3	0	0	5						6636		3728	6055				32655	31801	42178	16774	12629	20313		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
6206	"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)"	1	3	21	27	25	14	108	51	114	128	108	81	32	72	20	0	6						12549		15615	16401				42300	73480	49516	7539	10629	11756		6039	7278	10349	13416	25150	41203	64248	94466	88738	105931	126935	99097	119413	130979	128632	112284	113121	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6						288		386	740				4250	3408	1325	1156	1320	885		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
8415	"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ..."	7	15	22	24	11	1	9	77	188	1	19	1	1	886	268	126	6						97821		173758	202672				430434	455819	605672	322856	320378	157231		140276	126884	181407	247886	317355	375859	471837	515219	309715	383827	615388	557350	700444	544960	550041	633957	691274	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	4	0	1	2	9	93	125	78	108	67	21	26	44	46	11	0	6						8116		27757	18771				156128	123090	100016	6851	1689	4673		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	68	42	15	0	0	0	0	8	4	5	0	30	0	0	1	0	6						2316		2092	2093				12641	13249	13697	3785	3660	1374		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	0	0	0	2	0	2	0	0	7	2	18	1	0	19	4	11	6						97		333	1359				4045	1065	4095	4566	1172	343		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	2	0	14	3	87	8	12	46	13	38	69	19	20	20	18	6						5200		5866	7231				19936	24627	29345	23950	21744	19162		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	0	0	0	0	0	9	0	0	12	0	0	0	0	1	15	7						17308		21945	14067				78683	53693	43366	31314	28542	40838		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	0	0	0	24	4	32	20	23	4	47	241	127	119	54	17	8	7						4974		5643	7817				18592	27688	24743	13843	19740	7148		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
0306	"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine, ..."	0	0	0	0	18	24	0	10	0	0	0	0	0	0	0	0	7						34922		30032	22783				18649	49515	52494	50207	64578	135812		35	37	257	787	2717	1723	2174	2084	2407	3565	9636	6948	5634	9082	6856	3671	5220	
2711	"Petroleum gas and other gaseous hydrocarbons"	15960	0	0	27344	48797	79823	83434	76668	1463	0	52407	22	0	0	0	5	7						1497050		2496856	2745				7728838	8513105	8380666	4482853	2891512	8822349		955365	990349	977424	1164601	1646662	1664203	1856993	2349681	1640119	2366455	2973579	2945722	2734484	2677438	1454607	1217931	1647131	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7						162		322	189				4117	4154	4489	2132	3182	3905		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	0	0	1	4	51	3	11	5	10	1	12	21	222	77	193	53	7						6468		22504	10501				30067	65432	73921	259972	157635	5548		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	0	87	21	1	0	0	2	2	1	11	8						0		0	31761				103983	40009	56957	52305	111980	40257		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
9616	"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ..."	0	0	0	0	0	0	0	0	126	5	0	0	0	0	1	9	8						1647		5349	7070				17977	22862	23616	18242	13360	4053		4888	7480	11924	18079	25952	29216	28019	25533	21441	27896	31245	30733	28879	33070	29016	25997	31764	
